EDGES=66626, ITERATIONS=5,DATE=2018-03-16 14:27Number of edges,,
55300,23183.8,13.34765897,0.00017582,4.43E-05
55400,23185.4,12.57934815,0.000175718,4.44E-05
55500,23187.4,11.67218916,0.00017565,4.44E-05
55600,23188.2,11.35605565,0.000177149,4.36E-05
55700,23189.6,12.20819397,0.000176654,4.38E-05
55800,23192,11.84905059,0.000176654,4.38E-05
55900,23193.6,11.1283422,0.000177305,4.31E-05
56000,23195.6,10.24890238,0.00017698,4.32E-05
56100,23197.4,10.11137972,0.00017698,4.32E-05
56200,23199,10.27618606,0.000176912,4.33E-05
56300,23201.8,10.02796091,0.000176545,4.33E-05
56400,23202.8,10.41921303,0.000178831,4.31E-05
56500,23204,10.03992032,0.000178763,4.31E-05
56600,23206.2,9.368030742,0.000180595,4.33E-05
56700,23207.4,8.546344238,0.000180392,4.34E-05
56800,23208.8,8.565045243,0.000181524,4.29E-05
56900,23209.8,8.863407926,0.000184015,4.39E-05
57000,23212.2,9.826494794,0.000183852,4.39E-05
57100,23212.8,9.368030749,0.000184456,4.32E-05
57200,23214.4,9.06862724,0.000187985,4.24E-05
57300,23216.4,9.457272331,0.000187218,4.14E-05
57400,23217.8,9.600000004,0.000186342,4.10E-05
57500,23219.2,8.930845424,0.000185956,4.07E-05
57600,23221.6,9.002221952,0.000186856,4.03E-05
57700,23225,10.11928851,0.000186707,4.03E-05
57800,23226.8,10.22545842,0.000187867,4.16E-05
57900,23229,9.77752525,0.000189101,3.98E-05
58000,23230.2,10.0079968,0.000183301,3.18E-05
58100,23230.8,9.495261975,0.000183016,3.14E-05
58200,23232,9.818350166,0.000182378,3.22E-05
58300,23233.4,10.30727898,0.000181774,3.17E-05
58400,23235,10.52615789,0.000181407,3.18E-05
58500,23236.4,10.98362417,0.000183036,3.35E-05
58600,23237.8,10.77775487,0.000182833,3.33E-05
58700,23238.6,10.13114012,0.000182378,3.37E-05
58800,23240,10.33440854,0.000182228,3.37E-05
58900,23242.2,9.620810774,0.000180803,3.47E-05
59000,23244.2,9.744742174,0.000180634,3.47E-05
59100,23245.8,9.662297864,0.00017463,2.69E-05
59200,23247.2,9.08625335,0.000174528,2.69E-05
59300,23248.8,9.38935568,0.000175809,2.14E-05
59400,23250.8,7.782030587,0.000175626,2.15E-05
59500,23252.8,8.447484841,0.000183747,2.22E-05
59600,23253.6,7.735631844,0.000187424,1.39E-05
59700,23254,7.402702206,0.000187424,1.39E-05
59800,23255,7.293833015,0.000186665,1.36E-05
59900,23255.6,7.472616687,0.000185328,1.38E-05
60000,23257,6.693280209,0.000185226,1.37E-05
60100,23257.8,6.852736682,0.000184622,1.37E-05
60200,23258.2,6.852736682,0.000184384,1.35E-05
60300,23259.6,7.05974504,0.000184948,1.35E-05
60400,23261,6.260990341,0.000183211,1.33E-05
60500,23261.6,6.280127392,0.000185446,1.37E-05
60600,23262.4,6.086049609,0.000185297,1.36E-05
60700,23263.4,5.817215822,0.00018455,1.33E-05
60800,23264.2,6.144916598,0.000184082,1.32E-05
60900,23265.8,5.564171101,0.000185419,1.42E-05
61000,23267,5.403702439,0.000185134,1.40E-05
61100,23268,5.932958794,0.000184843,1.43E-05
61200,23268.8,6.241794617,0.000187408,1.44E-05
61300,23269.2,6.112282717,0.00018848,1.52E-05
61400,23270.4,5.571355307,0.000188195,1.51E-05
61500,23271.2,5.344155681,0.000187692,1.50E-05
61600,23272.4,5.314132092,0.000187454,1.52E-05
61700,23273.2,5.268775948,0.000188681,1.62E-05
61800,23274,5.215361929,0.000188044,1.58E-05
61900,23274.8,4.955804684,0.000187657,1.58E-05
62000,23276.2,5.114684738,0.000186748,1.53E-05
62100,23276.8,5.035871326,0.000186416,1.51E-05
62200,23277.2,4.995998391,0.000185609,1.46E-05
62300,23279,5.477225575,0.000185507,1.45E-05
62400,23281.2,5.268775948,0.000186844,1.56E-05
62500,23282,5.477225575,0.000186633,1.59E-05
62600,23283.6,5.314132114,0.000186532,1.59E-05
62700,23285,5.932958794,0.000188391,1.18E-05
62800,23285.4,6.406246948,0.00018782,1.17E-05
62900,23286.2,6.49307323,0.000187454,1.17E-05
63000,23286.6,6.974238317,0.000187101,1.18E-05
63100,23288,7.01427117,0.000186137,1.15E-05
63200,23289,7.01427117,0.000186984,1.29E-05
63300,23290.2,6.823488839,0.000186252,1.25E-05
63400,23290.8,6.881860215,0.000185281,1.23E-05
63500,23291.4,6.406246948,0.000187235,9.08E-06
63600,23293.2,6.523802568,0.000188179,7.91E-06
63700,23293.8,6.554387846,0.000187956,7.91E-06
63800,23295,5.796550701,0.000187786,7.78E-06
63900,23296,6.228964597,0.000187548,7.90E-06
64000,23296.6,6.086049629,0.000186978,8.66E-06
64100,23297.4,5.885575576,0.000186936,8.68E-06
64200,23298.4,6.019966768,0.000186482,9.00E-06
64300,23299,6.32455532,0.000186558,7.51E-06
64400,23300.8,6.209669883,0.000188173,1.01E-05
64500,23302.8,4.955804684,0.000187441,9.67E-06
64600,23304.8,5.418486875,0.000187415,9.72E-06
64700,23305.8,4.664761515,0.000186946,9.82E-06
64800,23307.2,4.874423042,0.000186492,1.03E-05
64900,23307.8,5.192301998,0.000186159,1.04E-05
65000,23308,5.549774766,0.000186843,1.05E-05
65100,23308.2,5.635601121,0.000186796,1.04E-05
65200,23308.6,5.388877442,0.000186409,1.01E-05
65300,23309.2,4.955804684,0.000186104,9.95E-06
65400,23309.6,5.122499391,0.000186104,9.95E-06
65500,23310.2,4.915282288,0.000181192,1.22E-05
65600,23310.8,4.621688005,0.000180921,1.26E-05
65700,23311.8,4.578209261,0.000181118,1.06E-05
65800,23312.8,4.118252061,0.000183208,1.25E-05
65900,23313.6,3.878143896,0.000185299,1.30E-05
66000,23314.4,3.006659269,0.000184662,1.28E-05
66100,23315.4,3.006659269,0.000187495,1.18E-05
66200,23316.2,3.544009021,0.000187393,1.18E-05
66300,23317.2,3.48711915,0.000187183,1.21E-05
66400,23318.2,4.069397983,0.000188498,1.28E-05
66500,23318.2,4.069397983,0.000188301,1.26E-05
66600,23318.6,3.878143896,0.000187588,1.24E-05
66626,23319,3.898717744,0.000187588,1.24E-05
66526,23317.2,4.995998391,0.000187819,1.23E-05
66426,23316,4.816637836,0.000188809,1.21E-05
66326,23315.4,4.454211481,0.000188809,1.21E-05
66226,23313.6,4.841487381,0.000187669,1.22E-05
66126,23313,5.549774766,0.000186889,1.27E-05
66026,23312.6,5.535341,0.000187132,1.29E-05
65926,23312,5.621387731,0.000187412,1.31E-05
65826,23311,5.549774766,0.000187437,1.31E-05
65726,23309.8,6.273754858,0.00018569,1.05E-05
65626,23309,6.32455532,0.0001859,1.07E-05
65526,23308.2,6.209669874,0.000184422,1.00E-05
65426,23307.6,6.019966778,0.000184571,9.97E-06
65326,23307.4,6.343500602,0.000184958,9.90E-06
65226,23305.2,6.112282707,0.000186524,1.17E-05
65126,23304.6,5.607138313,0.000186823,1.18E-05
65026,23304.2,5.706137053,0.000183593,1.06E-05
64926,23303,6.228964597,0.000183824,1.05E-05
64826,23301.4,5.885575587,0.000182126,1.00E-05
64726,23300.4,5.314132092,0.000182466,9.80E-06
64626,23300,5.059644259,0.000182654,9.79E-06
64526,23300,5.059644259,0.000183563,9.11E-06
64426,23299.8,4.955804684,0.000183882,9.04E-06
64326,23299.2,4.749736841,0.000184344,9.30E-06
64226,23298.4,4.543126675,0.000184507,9.35E-06
64126,23296.8,4.915282288,0.000185341,9.21E-06
64026,23295.6,4.758150912,0.000184285,7.19E-06
63926,23295.2,4.87442303,0.000183233,6.86E-06
63826,23294,4.857983123,0.000182331,7.53E-06
63726,23293.6,4.673328582,0.000182209,8.81E-06
63626,23292.6,5.003998397,0.000182277,8.78E-06
63526,23291.6,4.758150912,0.000181157,6.65E-06
63426,23290.2,4.955804672,0.000181442,6.40E-06
63326,23289.8,4.955804684,0.00018153,4.35E-06
63226,23289,4.979959834,0.000181598,4.36E-06
63126,23288.4,5.003998397,0.000181876,4.63E-06
63026,23287.6,5.388877431,0.000180172,5.38E-06
62926,23286.8,5.455272678,0.000180959,4.92E-06
62826,23285.8,5.775811633,0.000181291,5.47E-06
62726,23284.2,6.013318549,0.00018148,5.39E-06
62626,23283.4,5.535341,0.000182646,6.34E-06
62526,23282.8,5.035871338,0.000183195,6.77E-06
62426,23281.4,5.885575587,0.000183297,6.97E-06
62326,23280.2,5.56417109,0.000182816,7.56E-06
62226,23278,5.440588206,0.000182049,1.20E-05
62126,23276.8,5.268775948,0.000178935,6.31E-06
62026,23275.4,6.280127382,0.000179084,6.47E-06
61926,23274.6,6.858571286,0.000178169,6.30E-06
61826,23273.2,6.852736682,0.000178739,6.79E-06
61726,23272.4,6.468384645,0.000178807,6.88E-06
61626,23271,6.4498062,0.000178976,6.95E-06
61526,23270.6,6.151422612,0.000174566,7.54E-06
61426,23269.6,6.343500612,0.000172769,7.77E-06
61326,23268.8,6.013318558,0.000173393,7.92E-06
61226,23267.4,5.782732913,0.000173767,7.81E-06
61126,23266.6,5.642694395,0.000172648,7.49E-06
61026,23265.8,6.337191804,0.000172648,7.49E-06
60926,23265.4,6.183849925,0.000171623,8.67E-06
60826,23263.8,6.462197777,0.000172193,8.11E-06
60726,23262.6,6.829348431,0.000172193,8.11E-06
60626,23260.2,7.440430088,0.000172926,9.14E-06
60526,23259.8,7.756287777,0.000173648,8.88E-06
60426,23258.6,8.685620304,0.00017278,7.29E-06
60326,23257.4,8.616263685,0.00017335,7.32E-06
60226,23257.2,8.423775871,0.000174083,6.46E-06
60126,23256.2,8.818163073,0.000174924,6.62E-06
60026,23255.2,9.90757286,0.000175365,6.36E-06
59926,23254.6,10.13114011,0.000169978,3.86E-06
59826,23252.8,9.765244499,0.000170718,4.01E-06
59726,23251.6,9.728309211,0.000170718,4.01E-06
59626,23249.8,10.64706532,0.000170901,4.38E-06
59526,23248.8,10.26450194,0.000172611,4.29E-06
59426,23248,10.78888317,0.000173412,4.27E-06
59326,23247.2,10.83328205,0.000173724,4.37E-06
59226,23245.2,10.75918212,0.00017101,7.09E-06
59126,23244,10.25670513,0.000171363,7.45E-06
59026,23243,10.25670513,0.000170983,7.07E-06
58926,23240.8,11.01635148,0.000169015,1.10E-05
58826,23239.6,10.74430082,0.000162156,1.38E-05
58726,23238.2,10.49571341,0.000162156,1.38E-05
58626,23236.4,10.70700705,0.000157039,9.66E-06
58526,23235.2,11.14271062,0.00015514,1.26E-05
58426,23233.4,12.19180052,0.000157012,1.46E-05
58326,23232,11.36661779,0.00015193,2.04E-05
58226,23230.4,11.60344776,0.000147602,1.72E-05
58126,23229.4,11.21784293,0.000143755,1.79E-05
58026,23227.4,13.00153836,0.000143858,1.80E-05
57926,23226.2,12.95221989,0.000142895,1.77E-05
57826,23224.8,12.79687462,0.000141497,1.99E-05
57726,23222.8,13.18180565,0.000140663,2.00E-05
57626,23220.8,13.16662447,0.000141369,1.96E-05
57526,23218.8,13.73171512,0.000141532,1.96E-05
57426,23217,14.2126704,0.000141532,1.96E-05
57326,23215.4,14.98799519,0.000141634,1.95E-05
57226,23213.8,14.71597771,0.000141634,1.95E-05
57126,23212.2,14.57943757,0.000140731,1.92E-05
57026,23210.8,14.4,0.000139572,1.79E-05
56926,23210.2,14.70238076,0.000138615,1.54E-05
56826,23209.2,14.09113197,0.000138717,1.53E-05
56726,23207.4,13.26046756,0.000136375,1.16E-05
56626,23205.6,13.36562756,0.000136145,1.21E-05
56526,23204.2,13.10572394,0.000136905,1.23E-05
56426,23202.8,13.43726163,0.000137082,1.31E-05
56326,23201.2,13.86217876,0.000137367,1.34E-05
56226,23199.2,14.31642414,0.000137652,1.37E-05
56126,23196.8,13.80434714,0.000137652,1.37E-05
56026,23195,14.14213562,0.000137687,1.37E-05
55926,23192,13.75499909,0.000138392,1.41E-05
55826,23189.6,13.5882302,0.000139444,1.49E-05
55726,23187.8,13.65869687,0.000140014,1.43E-05
55626,23186.2,12.71849048,0.000136398,1.36E-05
55526,23184.2,11.85580027,0.000142199,1.91E-05
55426,23182.8,11.58274579,0.000136846,1.37E-05
55326,23181.6,11.90965995,0.000137131,1.35E-05
55226,23180,12.11610498,0.000137232,1.35E-05
55126,23178,12.14907404,0.000137382,1.36E-05
55026,23176.6,12.61110622,0.000138155,1.41E-05
54926,23172.6,12.40322539,0.000139777,1.52E-05
54826,23171.4,11.99333148,0.000139777,1.52E-05
54726,23169.8,11.65160933,0.000139803,1.53E-05
54626,23167,12.37739876,0.000139803,1.53E-05
54526,23164.6,13.48480627,0.000140427,1.51E-05
54426,23162,14.46374778,0.000140658,1.50E-05
54326,23159.4,15.00133327,0.00014133,1.52E-05
54226,23157.8,14.90503271,0.000141594,1.51E-05
54126,23157,14.46374778,0.000142361,1.54E-05
54026,23153,14.46374778,0.000143263,1.63E-05
53926,23150.4,13.83618444,0.000143263,1.63E-05
53826,23148.8,14.52446213,0.00014346,1.63E-05
53726,23147.2,15.58717421,0.000140773,2.03E-05
53626,23144.6,16.30460058,0.000141608,2.11E-05
53526,23142.8,16.98705389,0.000141608,2.11E-05
53426,23140.6,18.46726834,0.00014234,1.99E-05
53326,23138.4,18.72538384,0.000148324,2.41E-05
53226,23135,17.89972067,0.000148324,2.41E-05
53126,23132.6,17.88407113,0.000148589,2.43E-05
53026,23130.2,18.21428011,0.000149037,2.48E-05
52926,23128.4,17.69293644,0.000149139,2.49E-05
52826,23125.4,17.85049019,0.000149327,2.50E-05
52726,23123.8,18.05990033,0.000149429,2.50E-05
52626,23120.4,18.00666543,0.000149429,2.50E-05
52526,23119.6,17.46539436,0.000146851,2.51E-05
52426,23117.4,16.59638515,0.000147068,2.53E-05
52326,23115,16.51665826,0.000147136,2.54E-05
52226,23111.8,16.55777763,0.000145684,2.50E-05
52126,23109.6,18.00666543,0.000142977,2.82E-05
52026,23106.2,18.68047108,0.000142977,2.82E-05
51926,23103.4,19.68349562,0.000142835,2.97E-05
51826,23101.2,20.09378013,0.000142936,2.97E-05
51726,23097.8,19.9939991,0.000140982,3.13E-05
51626,23095.8,19.78282083,0.000141335,3.14E-05
51526,23090.8,19.81312696,0.000147888,2.54E-05
51426,23088.6,19.62243614,0.000146328,3.00E-05
51326,23086.4,19.23122461,0.000146525,2.98E-05
51226,23084,19.33907961,0.000146525,2.98E-05
51126,23081.8,20.53679625,0.000146525,2.98E-05
51026,23078.6,20.63589107,0.000146525,2.98E-05
50926,23075.8,19.96396754,0.000146525,2.98E-05
50826,23072.2,20.88444397,0.00014681,2.98E-05
50726,23069,20.11964214,0.00014681,2.98E-05
50626,23067,19.089264,0.000144883,2.82E-05
50526,23065.2,19.20833153,0.00014493,2.82E-05
50426,23061.2,20.76920798,0.000145663,2.85E-05
50326,23057.4,20.80961316,0.000142345,2.37E-05
50226,23054.6,20.77113382,0.000142461,2.38E-05
50126,23050.6,19.64281039,0.000143098,2.40E-05
50026,23046.8,18.05990033,0.000141999,2.30E-05
49926,23042.8,18.34557167,0.000143302,2.36E-05
49826,23039.2,19.79292803,0.000143302,2.36E-05
49726,23035.2,20.32141727,0.000143465,2.33E-05
49626,23031.4,21.84124538,0.000143465,2.33E-05
49526,23027,22.11786608,0.000142081,2.27E-05
49426,23024.8,22.99043279,0.000142366,2.29E-05
49326,23020.8,22.17566233,0.000143085,2.32E-05
49226,23016,21.09028212,0.000143132,2.32E-05
49126,23014.2,20.85569467,0.00014491,2.41E-05
49026,23010.4,21.28473631,0.00014491,2.41E-05
48926,23007.2,21.72003683,0.000145073,2.42E-05
48826,23005.2,22.09434317,0.000145643,2.44E-05
48726,23002.4,22.87881116,0.000145643,2.44E-05
48626,22998,23.15167381,0.000144544,2.38E-05
48526,22993.6,24.17105707,0.000145968,2.10E-05
48426,22989.8,24.42457779,0.000144421,2.05E-05
48326,22985.2,24.4,0.000144421,2.05E-05
48226,22982.4,24.51611715,0.000138153,2.32E-05
48126,22980,25.42439773,0.00014109,2.53E-05
48026,22976.2,24.30966886,0.000140086,2.45E-05
47926,22972.4,24.75964458,0.000140472,2.45E-05
47826,22969.2,24.54709759,0.000139441,2.38E-05
47726,22964.4,25.08864285,0.000139441,2.38E-05
47626,22960.2,26.11819289,0.000140296,2.38E-05
47526,22956.8,27.63620813,0.000140581,2.41E-05
47426,22953.2,28.41408102,0.000142006,2.56E-05
47326,22948,29.68501305,0.000142006,2.56E-05
47226,22941.8,29.45097622,0.00014227,2.53E-05
47126,22939.2,29.38298827,0.000136721,2.40E-05
47026,22936.6,30.13038334,0.000135445,2.62E-05
46926,22930.8,30.95415966,0.000135608,2.61E-05
46826,22925.8,30.98644865,0.000137067,2.82E-05
46726,22920.6,30.00399973,0.000138255,2.82E-05
46626,22917,28.66356572,0.000138255,2.82E-05
46526,22913.8,28.41408102,0.000138255,2.82E-05
46426,22909,26.19160171,0.000136016,3.01E-05
46326,22903.8,24.95916665,0.000136117,3.02E-05
46226,22898.8,26.33172991,0.000136565,3.01E-05
46126,22894.2,26.29372549,0.000137237,3.11E-05
46026,22888,26.19923663,0.000135268,2.98E-05
45926,22883.4,25.23965134,0.000129189,2.51E-05
45826,22878.6,24.90461805,0.000129189,2.51E-05
45726,22874,27.13669103,0.000129189,2.51E-05
45626,22868.4,27.4415743,0.000128925,2.33E-05
45526,22862.6,28.21772493,0.00012634,2.50E-05
45426,22859.2,27.20588172,0.00012657,2.52E-05
45326,22855.2,27.1764604,0.000125906,2.58E-05
45226,22849.4,26.43179903,0.000126577,2.56E-05
45126,22845.6,25.74179481,0.000126862,2.55E-05
45026,22842.4,25.98922854,0.000128518,2.54E-05
44926,22839,25.66709956,0.000128619,2.53E-05
44826,22834.2,25.53742352,0.000129189,2.61E-05
44726,22828.4,25.91215931,0.000129291,2.63E-05
44626,22823.6,25.77285394,0.00012094,3.82E-05
44526,22817.6,23.97164992,0.000122365,3.94E-05
44426,22813.4,23.75373655,0.000122365,3.94E-05
44326,22808.6,25.27132763,0.000123552,4.08E-05
44226,22803.6,25.79612374,0.000124977,4.21E-05
44126,22799.8,25.98768939,0.000122453,3.91E-05
44026,22794.2,27.07323401,0.000122738,3.89E-05
43926,22788.2,27.27929618,0.000122738,3.89E-05
43826,22783.8,29.04066115,0.000122738,3.89E-05
43726,22777.2,29.44418448,0.000122901,3.91E-05
43626,22772.2,28.98551362,0.000123186,3.91E-05
43526,22765.4,30.20993214,0.000123348,3.89E-05
43426,22758.2,29.79530164,0.000123348,3.89E-05
43326,22753.2,29.03377344,0.000118905,3.48E-05
43226,22748,28.98965333,0.000118905,3.48E-05
43126,22738.2,26.06453529,0.000120614,3.26E-05
43026,22732,25.35350074,0.000106509,3.11E-05
42926,22724,24.88372962,0.000107934,2.99E-05
42826,22718.4,23.72003373,0.000109393,3.18E-05
42726,22710,24.33105012,0.000109393,3.18E-05
42626,22705.2,26.11053427,0.000109495,3.17E-05
42526,22697.6,27.48526878,0.000109495,3.17E-05
42426,22690,25.74490241,9.28E-05,2.53E-05
42326,22684.4,27.63765547,9.28E-05,2.53E-05
42226,22676.8,29.55943166,9.85E-05,2.27E-05
42126,22671.4,29.18629815,9.89E-05,2.24E-05
42026,22666.2,27.53470537,9.93E-05,2.24E-05
41926,22658.2,27.80215819,9.76E-05,2.25E-05
41826,22652,26.72077843,9.76E-05,2.25E-05
41726,22646.2,23.76047137,9.85E-05,2.28E-05
41626,22639.2,26.79850742,9.71E-05,2.33E-05
41526,22633.4,28.42956208,9.71E-05,2.33E-05
41426,22626.4,29.7765008,9.73E-05,2.34E-05
41326,22617.2,29.21232616,9.52E-05,2.47E-05
41226,22609.6,29.64860874,9.55E-05,2.44E-05
41126,22601.4,30.38815559,9.55E-05,2.44E-05
41026,22593,30.27209937,9.56E-05,2.45E-05
40926,22586.2,31.89608126,9.45E-05,2.63E-05
40826,22578,32.72919186,8.47E-05,2.80E-05
40726,22571,32.85726708,8.49E-05,2.79E-05
40626,22561.4,32.84265519,8.49E-05,2.79E-05
40526,22554,33.37663854,8.50E-05,2.80E-05
40426,22546.4,33.07929866,8.50E-05,2.80E-05
40326,22538.8,32.63372489,9.08E-05,3.90E-05
40226,22530.4,35.79161913,9.08E-05,3.90E-05
40126,22525.2,36.43844124,9.12E-05,3.87E-05
40026,22518,36.17734097,9.14E-05,3.87E-05
39926,22511.2,35.94106287,9.15E-05,3.86E-05
39826,22503,33.43650699,8.90E-05,4.07E-05
39726,22491,32.39753077,8.61E-05,4.12E-05
39626,22487,33.43650699,8.61E-05,4.12E-05
39526,22477.8,33.98470244,8.61E-05,4.12E-05
39426,22470.6,34.34297599,8.21E-05,4.32E-05
39326,22461.8,34.54504306,8.21E-05,4.32E-05
39226,22454.2,35.28965854,8.21E-05,4.32E-05
39126,22444.8,33.91400891,8.32E-05,4.25E-05
39026,22434,34.64678917,8.35E-05,4.33E-05
38926,22425,33.64520768,8.35E-05,4.33E-05
38826,22414,34.02939905,8.43E-05,4.32E-05
38726,22400.6,35.1032762,8.43E-05,4.32E-05
38626,22390.6,35.1146693,8.43E-05,4.32E-05
38526,22377.4,38.31761997,8.48E-05,4.31E-05
38426,22365.4,38.63987577,8.40E-05,4.09E-05
38326,22354,34.68717342,8.40E-05,4.09E-05
38226,22344.2,35.62246482,8.41E-05,4.08E-05
38126,22336.4,37.78147694,8.43E-05,4.11E-05
38026,22325.6,36.913954,8.43E-05,4.11E-05
37926,22314.6,35.94217578,8.46E-05,4.16E-05
37826,22304.6,36.56555757,8.49E-05,4.19E-05
37726,22291.6,36.26899502,8.49E-05,4.19E-05
37626,22281,34.81379037,8.55E-05,4.15E-05
37526,22271.4,33.81478966,8.55E-05,4.14E-05
37426,22259.6,36.46697136,8.56E-05,4.14E-05
37326,22247,39.26830783,8.62E-05,4.25E-05
37226,22237.8,39.18367007,8.64E-05,4.24E-05
37126,22227.6,36.230374,8.65E-05,4.23E-05
37026,22216.4,37.53718157,8.65E-05,4.23E-05
36926,22206.2,38.53517873,8.70E-05,4.23E-05
36826,22197.4,39.99299939,8.70E-05,4.23E-05
36726,22186.4,42.21184668,8.70E-05,4.23E-05
36626,22176,39.55755301,8.76E-05,4.19E-05
36526,22162.2,41.5903835,8.37E-05,4.53E-05
36426,22150.6,40.49493796,8.37E-05,4.53E-05
36326,22140.4,43.24164659,8.48E-05,4.48E-05
36226,22130,42.82522621,8.48E-05,4.48E-05
36126,22117.8,40.97999512,8.51E-05,4.46E-05
36026,22104.8,41.77750591,8.51E-05,4.46E-05
35926,22091.2,43.16202034,8.51E-05,4.46E-05
35826,22082,45.75587394,8.51E-05,4.46E-05
35726,22072.4,47.5546002,8.51E-05,4.46E-05
35626,22059.6,47.08120644,8.54E-05,4.44E-05
35526,22046,49.18129726,8.08E-05,5.07E-05
35426,22031.4,53.67532021,8.22E-05,5.04E-05
35326,22019.2,55.65393068,7.91E-05,5.18E-05
35226,22008.8,56.01214154,7.91E-05,5.18E-05
35126,21994.8,60.95703405,7.91E-05,5.18E-05
35026,21982.4,60.61220999,7.91E-05,5.18E-05
34926,21968.4,63.45265952,7.91E-05,5.18E-05
34826,21956,65.67495718,7.91E-05,5.18E-05
34726,21941.2,67.42225152,8.05E-05,5.18E-05
34626,21924.8,68.02764144,8.05E-05,5.18E-05
34526,21913,68.59154467,7.71E-05,4.55E-05
34426,21897.8,71.81476171,7.71E-05,4.55E-05
34326,21884.2,72.10104021,7.74E-05,4.60E-05
34226,21874,74.21320637,7.79E-05,4.54E-05
34126,21860.4,73.35557238,7.79E-05,4.54E-05
34026,21846,73.6179326,7.79E-05,4.54E-05
33926,21832.4,74.21482332,7.79E-05,4.54E-05
33826,21820.6,75.58465453,7.85E-05,4.64E-05
33726,21808.6,73.16173864,7.87E-05,4.64E-05
33626,21791.6,73.95836667,7.87E-05,4.64E-05
33526,21775.6,73.15627109,7.87E-05,4.64E-05
33426,21759.6,70.24414566,7.50E-05,3.87E-05
33326,21744,65.808814,7.50E-05,3.87E-05
33226,21723.8,62.29735147,7.50E-05,3.87E-05
33126,21706,63.25820105,7.51E-05,3.87E-05
33026,21683.8,62.49928,7.52E-05,3.88E-05
32926,21668.8,60.19767437,7.68E-05,3.91E-05
32826,21653.4,56.97929448,7.68E-05,3.91E-05
32726,21635.2,57.21678076,7.60E-05,3.96E-05
32626,21618.4,55.22535649,7.60E-05,3.96E-05
32526,21599.4,55.99857141,7.60E-05,3.96E-05
32426,21579.6,52.88704945,7.74E-05,4.21E-05
32326,21562.2,54.25642819,7.74E-05,4.21E-05
32226,21543.6,56.99333294,7.43E-05,4.45E-05
32126,21521,61.88699379,7.43E-05,4.45E-05
32026,21497.2,62.2491767,7.43E-05,4.45E-05
31926,21478.8,63.55595959,7.43E-05,4.45E-05
31826,21454.8,63.70054945,7.49E-05,4.44E-05
31726,21435.2,66.13743267,7.65E-05,4.30E-05
31626,21418.4,65.46021693,7.65E-05,4.30E-05
31526,21396.8,65.70966443,7.65E-05,4.30E-05
31426,21381.2,65.04583,7.65E-05,4.30E-05
31326,21363,63.61446376,7.65E-05,4.30E-05
31226,21345.2,61.69732571,7.65E-05,4.30E-05
31126,21323.6,60.70453031,7.24E-05,4.42E-05
31026,21301.2,56.5946994,7.24E-05,4.42E-05
30926,21280.4,53.57462086,7.81E-05,4.82E-05
30826,21261,53.5462417,7.81E-05,4.82E-05
30726,21237.8,56.23308635,7.81E-05,4.82E-05
30626,21216,57.6402637,7.81E-05,4.82E-05
30526,21196.6,55.28327053,7.81E-05,4.82E-05
30426,21173.6,58.30471679,7.81E-05,4.82E-05
30326,21152,56.96314598,7.84E-05,4.80E-05
30226,21128.6,57.06347343,5.99E-05,4.53E-05
30126,21108.4,55.5287313,5.99E-05,4.53E-05
30026,21084.8,54.52852465,5.99E-05,4.53E-05
29926,21062.2,55.8404871,4.38E-05,2.73E-05
29826,21034.2,55.59640276,4.38E-05,2.73E-05
29726,21008.4,55.98428351,4.38E-05,2.73E-05
29626,20981,53.54997666,4.38E-05,2.73E-05
29526,20956.2,51.01921207,4.38E-05,2.73E-05
29426,20934.4,56.34039403,4.38E-05,2.73E-05
29326,20904.4,54.9275887,4.38E-05,2.73E-05
29226,20878.6,52.09069015,4.58E-05,2.74E-05
29126,20855,51.22108941,4.58E-05,2.74E-05
29026,20825,51.52475133,4.58E-05,2.74E-05
28926,20797.2,52.95809664,4.58E-05,2.74E-05
28826,20769.6,51.16874046,4.58E-05,2.74E-05
28726,20739.8,47.96415328,4.58E-05,2.74E-05
28626,20712,48.81393244,4.60E-05,2.77E-05
28526,20686.2,48.0558009,4.60E-05,2.77E-05
28426,20657.6,47.52094275,4.63E-05,2.76E-05
28326,20630.6,45.70164111,4.63E-05,2.76E-05
28226,20605,47.52683453,4.63E-05,2.76E-05
28126,20571,44.93550934,4.63E-05,2.76E-05
28026,20537.8,46.54202402,4.63E-05,2.76E-05
27926,20510.2,41.22329439,4.63E-05,2.76E-05
27826,20478.8,42.31973535,4.63E-05,2.76E-05
27726,20444.4,44.36034265,4.63E-05,2.76E-05
27626,20415,47.89154414,4.63E-05,2.76E-05
27526,20384.6,50.70936797,4.63E-05,2.76E-05
27426,20353.8,52.78029935,4.63E-05,2.76E-05
27326,20318,56.89639707,4.65E-05,2.81E-05
27226,20286.6,58.58190847,4.65E-05,2.81E-05
27126,20250.4,58.61262663,4.65E-05,2.81E-05
27026,20212,54.15163894,5.22E-05,3.83E-05
26926,20178.8,51.86289618,4.27E-05,2.19E-05
26826,20142.6,53.22630928,4.33E-05,2.17E-05
26726,20099.4,48.96774448,4.33E-05,2.17E-05
26626,20064.4,50.14618629,4.33E-05,2.17E-05
26526,20027.8,52.33507428,4.07E-05,2.06E-05
26426,19994.8,47.90574078,3.84E-05,1.69E-05
26326,19953.8,52.17815635,3.84E-05,1.69E-05
26226,19921.2,53.29690422,3.56E-05,1.83E-05
