MESSAGES=66626, DATE=2018-04-20 05:20, STEPSIZE=random, ORDER=50, ITERATIONS=20
Number of edges,Largest component size,LCS Standard Deviation, Average Clustering Coefficient, ACC standard deviation
11200,198.15,734.0196369989021,0.0005270035059106212,0.001393437142645446
11250,199.85,740.9613535806035,0.0005315643859416671,0.0014125435239249946
11300,200.8,744.6457949924917,0.0005386643650454075,0.001410966647219352
11350,202.75,751.3139074315077,0.0005481389191002316,0.0014504610478078578
11400,207.4,767.883610972392,0.0005557613046932104,0.0014632028760554543
11450,208.6,772.003782374154,0.000558190618222712,0.00147334855375832
11500,209.4,775.4778139959905,0.0005623647817617244,0.0014907957497894077
11550,212.15,781.7442212770108,0.0005623869618574212,0.0014971545329471657
11600,217.5,804.0932470802127,0.0005599918792135782,0.0014871370485736253
11650,221.5,820.576961655639,0.0005661300012689511,0.0014859647512282636
11700,223.05,825.3777604830409,0.0005754417273271295,0.0014958933860851887
11750,224.8,831.5066205388866,0.000578131473135357,0.0015071318258702948
11800,226.05,836.2658354255541,0.0005816426653112782,0.0015069492524969188
11850,234.75,872.5648328347871,0.000582020746985308,0.0015066310076033388
11900,238.8,881.9912471221015,0.0005797174092827567,0.0015016722879726576
11950,239.7,885.2237061895711,0.0005919778426621848,0.0014976944339257197
12000,240.85,889.074927944771,0.0005930209595156965,0.0015021344782106837
12050,242.55,895.3015958323765,0.0005974681991740833,0.0015003532661277013
12100,243.3,897.7069176518581,0.0005960305019764272,0.0015005735484261871
12150,247.0,905.4670617973908,0.0005974422947200716,0.0014940370929269321
12200,248.6,911.3010698995146,0.0005991473747505063,0.0015113561898051383
12250,250.75,919.2511558328333,0.0006095911396822179,0.0015455643141328219
12300,252.25,924.3101684499635,0.0006190436395774029,0.00155708969820898
12350,253.6,929.087261779,0.0006216794177731058,0.0015681061617440453
12400,255.6,936.0849534096785,0.0006295867523602147,0.0016014342682111355
12450,256.8,940.1849073453583,0.0006459404808869643,0.0016182650937437652
12500,258.8,948.6481750364569,0.0006462798126290999,0.0016196776866471724
12550,260.35,953.6476956927019,0.0006525030018750282,0.0016222170890049143
12600,261.8,958.6974809604957,0.0006500096981763902,0.001620191543371368
12650,264.2,968.4419755462895,0.0006547786796935338,0.0016399995760990435
12700,266.25,971.535633674854,0.0006644974757433267,0.001666647869258706
12750,270.1,987.9867357409208,0.0006646704804897628,0.0016718820515349447
12800,271.95,991.6541471198515,0.0006638156335073726,0.0016683318924404365
12850,273.4,996.8625481980954,0.0006651817494870978,0.00167400570512808
12900,277.35,1001.9795544321252,0.0006698704556632378,0.0016866873009258067
12950,278.85,1007.8619585538488,0.00066937179492351,0.0016846178893164658
13000,280.75,1016.0896060387587,0.0006790891557906401,0.0016971824151429827
13050,282.65,1020.4396246226428,0.0006782926056907902,0.0016950889309946683
13100,285.85,1029.460745973347,0.0006851006971073616,0.001709586117636281
13150,286.85,1032.1435595400476,0.0006818034301752854,0.0017022513358930047
13200,288.9,1035.2059650137262,0.000689384041277866,0.0017255798073087414
13250,290.05,1039.5738297494797,0.0006935905309632713,0.001724740980448176
13300,293.05,1051.9447929905828,0.000691370303384008,0.001715536517982865
13350,293.9,1055.6221814645617,0.0006941960475757977,0.0017272521863471218
13400,294.7,1057.8411081065058,0.0006977555140776475,0.0017339449076850394
13450,295.9,1061.95573824901,0.0006991802590482979,0.0017398551086053454
13500,297.9,1070.6084204787483,0.0007053966637943657,0.0017661263953551829
13550,300.05,1079.2494834374488,0.0007110244064284343,0.0017765270880977248
13600,301.5,1084.915365362663,0.0007092027682159598,0.0017760838207331955
13650,304.35,1096.103474814308,0.0007090595897935141,0.0017754888979920184
13700,305.2,1099.3505173510403,0.0007140461971907899,0.0017802665152568825
13750,308.45,1111.16369068648,0.0007160954245349395,0.0017775862577625032
13800,309.35,1114.6340778479725,0.0007190772122235146,0.0017804342920447929
13850,310.45,1118.9436748558883,0.00072178422766775,0.001784259910515434
13900,314.0,1129.143037883155,0.0007231923197751069,0.001789192371208909
13950,316.8,1139.610003466098,0.0007326232839434452,0.0018189159024551117
14000,319.05,1147.523353792854,0.000732264553513335,0.0018174407251790028
14050,321.45,1157.0691195862069,0.0007321220790162702,0.001816854880234471
14100,322.4,1160.9766750456272,0.0007369526429167605,0.001837390265434364
14150,324.35,1166.3537317212133,0.0007470886857079581,0.0018536138313664239
14200,325.95,1171.2572507779835,0.0007488224338086066,0.001855770817192704
14250,327.0,1175.5765819375615,0.0007567231143670064,0.0018616202901947372
14300,329.55,1182.5512874712877,0.0007604215919499085,0.0018575673011573541
14350,331.15,1186.3306147529026,0.0007646636004875233,0.0018556094876128356
14400,332.3,1190.2779549332163,0.0007692824097096836,0.0018760039630242508
14450,333.5,1195.0065480992143,0.0007731173482556837,0.0018762845433173748
14500,335.3,1201.6440862418456,0.0007747452368086878,0.0018814174469627533
14550,336.9,1207.7578358263713,0.0007853069476610464,0.0019177228356484712
14600,340.0,1220.9320210396645,0.0007962486498106472,0.001908034229079454
14650,342.55,1228.3419912630195,0.0008009038933854014,0.0019201414668132356
14700,343.55,1232.46401468765,0.0008047676660558077,0.001923032949655955
14750,345.1,1237.7606351795164,0.0008252048569494869,0.001980123651867153
14800,348.35,1245.846630809748,0.000829252659178602,0.0019811566729975886
14850,350.3,1252.470323001707,0.000827773863568331,0.0019793230701008755
14900,351.85,1257.7668812224306,0.0008305877348853653,0.0019895540609489596
14950,354.35,1265.7411771369373,0.0008394246527024505,0.001995715409496488
15000,356.0,1271.6713411884377,0.0008569722574978754,0.002043694533116199
15050,357.65,1276.1766834964506,0.0008649372603337965,0.002055733074763559
15100,358.75,1279.4453436938993,0.0008691994681778132,0.0020686839123095465
15150,359.5,1281.6889053120497,0.0008687771330615132,0.002068220140664086
15200,360.8,1286.189628320801,0.0008840774849578646,0.0020756524840367663
15250,364.0,1291.9951625296435,0.0008864893746581797,0.002078220882423839
15300,365.35,1295.4475780594134,0.0008873621222825086,0.0020818338069634474
15350,366.5,1300.2129633256238,0.0008942256876603499,0.0021020516547750182
15400,387.55,1317.2479066219844,0.0008987930912489539,0.002106360287742712
15450,400.0,1341.5710939044566,0.0009073887916295747,0.002141519280561818
15500,401.75,1348.4047565549447,0.000907195433383558,0.002140730155971566
15550,403.2,1352.188877339257,0.0009126565094223757,0.0021641680499491544
15600,404.35,1355.9709906557734,0.0009121564609440401,0.002163356945483483
15650,405.9,1359.8797704209,0.0009229387273469256,0.002209727994414955
15700,406.9,1362.3287745621465,0.0009243502117042125,0.0022198494347371945
15750,408.9,1365.1858078664604,0.0009363231578325701,0.0022281751410999293
15800,411.95,1367.5967781111508,0.0009336031901613286,0.002222455414493419
15850,420.05,1375.370294684308,0.0009356351478694702,0.0022237905220545734
15900,422.05,1380.9690972284643,0.0009392987777939995,0.002246620747726293
15950,424.85,1391.199132942513,0.0009419066944684234,0.0022443069688227613
16000,427.1,1395.5645058541722,0.0009460371501717974,0.002254950895258124
16050,428.35,1400.167535511376,0.0009553969548491777,0.0022732568896891145
16100,432.1,1407.1224857843754,0.0009572230565484021,0.0022807849250521444
16150,434.5,1416.0767458015825,0.0009569162714279736,0.002280091769610258
16200,436.05,1421.0023390198905,0.000958559662325938,0.0022823534960731695
