EDGES=66626.0, ITERATIONS=20,DATE=2018-04-17,,
Messages,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
54026,21527.7,92.02608326,0.001320551,0.001383295
53976,21521.05,92.1841635,0.001320301,0.001380718
53926,21515.15,90.87529917,0.001319395,0.001380003
53876,21507.9,89.54685924,0.001314246,0.001375376
53826,21500,89.85454913,0.001313534,0.001373026
53776,21492.8,90.16296357,0.001311955,0.001371573
53726,21486.45,88.85763895,0.001306963,0.00137151
53676,21480.1,88.59119595,0.001306551,0.001371358
53626,21474.1,89.19910314,0.001305622,0.001370629
53576,21467.95,88.27774351,0.001306723,0.001375878
53526,21460.65,90.67392128,0.001306531,0.001376228
53476,21453.6,90.08795702,0.001304643,0.00137732
53426,21447.55,91.01560306,0.001302455,0.001367093
53376,21440.8,91.33498782,0.001300269,0.001365524
53326,21432.7,92.79353426,0.001298872,0.00136501
53276,21425.25,91.61004312,0.001296413,0.001363901
53226,21417.8,92.20715807,0.001292924,0.001363566
53176,21411.55,92.99075223,0.00129276,0.001363984
53126,21404.45,92.78448146,0.001290602,0.001363488
53076,21396.7,90.71096957,0.001289038,0.00135792
53026,21388.9,92.08734984,0.001287949,0.001358227
52976,21381.2,92.07648994,0.001283634,0.001343276
52926,21374.4,93.23347038,0.001281316,0.001344078
52876,21368.65,93.41648677,0.00127776,0.001350988
52826,21362,92.45193346,0.001274767,0.001346184
52776,21353.95,92.40476178,0.00127259,0.001343223
52726,21346.85,94.41143998,0.001271853,0.001338694
52676,21338.75,94.38728728,0.00127053,0.001337794
52626,21332.05,95.3268063,0.001266684,0.001329549
52576,21324.9,97.24032086,0.001264193,0.001320096
52526,21316.85,96.64491709,0.001260516,0.00131651
52476,21310,97.45604137,0.001256571,0.001308524
52426,21303.5,95.94164893,0.001252097,0.001290839
52376,21296.65,97.21316783,0.001249706,0.001289037
52326,21288.95,95.22016593,0.00125092,0.001291979
52276,21281.55,95.50999948,0.001246555,0.001291538
52226,21274.25,98.11014219,0.001243932,0.001289254
52176,21265.8,97.86480471,0.001241668,0.00128552
52126,21258.85,97.2399095,0.001240812,0.001286488
52076,21250.25,99.48748665,0.00123744,0.001286556
52026,21242.45,101.8551913,0.001231766,0.001277846
51976,21235.15,103.4280426,0.001231529,0.001277335
51926,21228.1,102.673463,0.001231895,0.001279206
51876,21220.85,102.3585854,0.001227699,0.0012764
51826,21214.2,101.8045186,0.001228989,0.001281703
51776,21206.7,100.9455299,0.001228384,0.001280229
51726,21199.6,101.8783588,0.00122841,0.001280353
51676,21190.95,102.4242159,0.001223249,0.001278173
51626,21183.7,103.0067959,0.001222617,0.001278134
51576,21176.95,103.1092624,0.001221559,0.001276591
51526,21169.75,103.7870898,0.001221329,0.001277874
51476,21161.85,105.2072241,0.001219607,0.001273391
51426,21153.8,103.7500843,0.001218148,0.00127213
51376,21146.5,103.6563553,0.001216632,0.001269995
51326,21137.4,104.3701107,0.001214455,0.001268481
51276,21129.35,105.1456133,0.00121323,0.001267282
51226,21123.1,106.7160719,0.001214706,0.00126475
51176,21116.5,106.3119937,0.001212616,0.001260027
51126,21109.1,108.0533202,0.001211449,0.001258143
51076,21102.65,108.5522915,0.001210795,0.001258158
51026,21094.55,108.9440223,0.001208217,0.001256615
50976,21088.15,109.9341621,0.001209307,0.001259799
50926,21081.85,110.800722,0.00120873,0.001259484
50876,21073.7,109.9137844,0.001209956,0.001259634
50826,21067.3,110.4666465,0.001206376,0.001259023
50776,21059.7,111.3373253,0.001205939,0.00125843
50726,21051.75,111.5677373,0.001199083,0.001248469
50676,21045.15,109.9592652,0.001198088,0.001246722
50626,21036.6,110.7024842,0.001194474,0.001235277
50576,21029.35,110.8685708,0.001193085,0.001233878
50526,21022.35,111.3146891,0.001189967,0.001233079
50476,21014.75,111.0848324,0.001190977,0.001224515
50426,21006.4,113.6116191,0.001190287,0.001223674
50376,20999.95,111.6816905,0.001189072,0.001216243
50326,20993.75,111.9946427,0.001187803,0.001217753
50276,20987.25,111.8570516,0.001185773,0.001210435
50226,20978.65,113.1929326,0.00118418,0.00120629
50176,20970.45,113.4499008,0.001184921,0.001211227
50126,20963.15,113.0143354,0.001182807,0.001209422
50076,20956.1,111.951418,0.001179224,0.001208538
50026,20948.65,111.3818657,0.001173792,0.001194286
49976,20941.3,111.921401,0.001174233,0.001193723
49926,20932.8,113.4721111,0.001174052,0.001194071
49876,20924.1,113.2981906,0.001168077,0.001194026
49826,20916.05,114.3275995,0.001164075,0.001189949
49776,20908.6,115.1732608,0.001161008,0.001186444
49726,20901.9,115.8771764,0.001162343,0.001192703
49676,20894.85,115.5698923,0.001161523,0.001192386
49626,20886.35,116.3608181,0.001156427,0.001190783
49576,20878.65,118.4783525,0.0011558,0.001187808
49526,20871.15,120.1382537,0.001153656,0.001186786
49476,20863.25,119.4872378,0.001153056,0.001184587
49426,20854.9,118.7888884,0.001153097,0.001183542
49376,20846.05,116.8157524,0.001146394,0.001190027
49326,20838.2,115.005739,0.001145018,0.001186838
49276,20829.85,113.9870168,0.001143749,0.001186971
49226,20821.45,115.2017361,0.001140416,0.00118374
49176,20813.55,113.8915273,0.001138409,0.001181145
49126,20806.4,112.322037,0.001137106,0.001180312
49076,20797.6,114.3912584,0.001134021,0.001177038
49026,20789.85,114.6612402,0.001130607,0.001174232
48976,20782.95,117.5493088,0.001128788,0.001167057
48926,20775.5,115.3627323,0.001124284,0.001166656
48876,20767.5,113.4389704,0.0011238,0.001165918
48826,20759.2,113.0911137,0.001123866,0.001166534
48776,20751.7,115.9537839,0.001122533,0.001165892
48726,20745.4,116.603945,0.001122495,0.0011664
48676,20737.2,116.175729,0.001117212,0.001156853
48626,20729.65,117.4335557,0.001117709,0.001161233
48576,20722.1,118.1639539,0.001116494,0.00116061
48526,20713.85,117.4645478,0.00111213,0.001161561
48476,20706.05,119.4979498,0.001106836,0.001143148
48426,20697.05,117.682624,0.001105207,0.0011348
48376,20688.55,118.1754628,0.001103419,0.001132401
48326,20682.25,118.6632209,0.00110275,0.001131961
48276,20674.55,120.5484135,0.00110172,0.001129216
48226,20666.45,122.1621873,0.001098014,0.001120467
48176,20658.55,121.3958813,0.001094565,0.001115936
48126,20650.4,121.5700621,0.00109567,0.001115328
48076,20642.65,119.9796649,0.001092585,0.001115875
48026,20634.5,120.3727544,0.001091276,0.001115301
47976,20626.8,119.2308685,0.001090351,0.001115978
47926,20618,118.6318676,0.001088817,0.001115215
47876,20610.25,118.1002964,0.00109005,0.001118223
47826,20601.9,119.8111848,0.001090931,0.001116947
47776,20593.7,120.0633166,0.001090194,0.001116861
47726,20585.65,118.6156819,0.001088295,0.001114476
47676,20576.15,117.7403924,0.001088918,0.00111559
47626,20567.05,117.4505854,0.001087099,0.001107396
47576,20559.2,118.5070462,0.001088335,0.001106901
47526,20551.15,116.1977625,0.001084129,0.001105374
47476,20543.15,115.5768143,0.00108391,0.001104743
47426,20535.3,115.8008636,0.001083127,0.001104936
47376,20527.8,115.1211536,0.001083143,0.0011026
47326,20518.9,114.0831276,0.001082951,0.001102909
47276,20511.3,113.7604501,0.001078769,0.001093692
47226,20503.15,111.3384031,0.001074363,0.001087753
47176,20494.75,112.4394948,0.001071437,0.001090148
47126,20485.85,111.8642034,0.001069806,0.001086123
47076,20477,112.9899111,0.00106856,0.001086622
47026,20469.3,112.0714058,0.001067699,0.001083962
46976,20461.75,111.9024575,0.001064878,0.001085131
46926,20453.35,110.7985559,0.001065199,0.00108509
46876,20444.55,110.1856615,0.001060754,0.001080359
46826,20434.3,108.690754,0.001060094,0.001077709
46776,20425.4,108.6973781,0.001060393,0.001079264
46726,20417.3,108.0951433,0.001060518,0.001079389
46676,20409.35,106.6669583,0.001058312,0.001080913
46626,20401.35,108.9950458,0.001059365,0.001078203
46576,20391.7,110.0966848,0.00105844,0.001079405
46526,20381.9,108.27188,0.001057129,0.001079745
46476,20373.95,107.9929627,0.00105656,0.001079529
46426,20365.85,106.8565393,0.001054068,0.001076125
46376,20356,106.0365975,0.001050248,0.001074002
46326,20347.3,106.9781286,0.001046271,0.001063557
46276,20339,107.183954,0.001042626,0.001052967
46226,20331.1,106.4687748,0.001041668,0.00105232
46176,20323.15,108.3509114,0.001042098,0.001050847
46126,20313.55,109.2274691,0.001040403,0.001047256
46076,20304.8,109.1648295,0.001039312,0.001047231
46026,20295.7,109.6459758,0.001038352,0.00104612
45976,20287.45,109.2984904,0.001034654,0.001046446
45926,20279.55,109.1318469,0.001035596,0.001046543
45876,20271.6,107.333499,0.001034481,0.001046741
45826,20262.65,107.7653005,0.001033219,0.00104421
45776,20254.15,108.5592926,0.001033167,0.001041641
45726,20243.45,108.6940661,0.001033194,0.001041492
45676,20234.85,110.1918327,0.001030545,0.001039853
45626,20225.3,109.7608309,0.001028901,0.001029252
45576,20217.65,111.0812315,0.001029855,0.001032702
45526,20209.35,111.3926389,0.001027369,0.001029675
45476,20201.05,110.3720979,0.001027423,0.001035261
45426,20192.7,110.03454,0.001023237,0.001023951
45376,20184.5,108.0548009,0.001020441,0.00102565
45326,20175.1,107.3241818,0.001016159,0.001017496
45276,20166.55,107.2455127,0.001015593,0.001017721
45226,20157.9,105.865953,0.00101713,0.001024982
45176,20149.5,106.2675868,0.001014442,0.001017332
45126,20140.7,106.5874289,0.001011336,0.001016124
45076,20132.95,103.8418028,0.001010029,0.001017211
45026,20124.65,105.3565375,0.00100791,0.001017787
44976,20115.65,103.9619161,0.001005756,0.001016767
44926,20107.85,105.1574058,0.001005113,0.001016604
44876,20099.4,104.0515257,0.001000504,0.001018288
44826,20091.15,103.6339713,0.000999009,0.001019896
44776,20082.95,104.1011047,0.000995634,0.001019218
44726,20073.6,102.3761691,0.000993513,0.00101826
44676,20064.6,101.538958,0.000991288,0.001016122
44626,20055.9,100.8634721,0.000990746,0.00101475
44576,20045.6,100.7428409,0.000990865,0.001013047
44526,20036.6,99.44123893,0.000990267,0.001014273
44476,20027.4,98.79392694,0.000987758,0.001012216
44426,20018.45,98.60709914,0.000985956,0.001011377
44376,20008.4,96.67222972,0.000982705,0.001001493
44326,19999.95,98.67846776,0.000980533,0.000996265
44276,19990.7,95.50120418,0.000979457,0.000996423
44226,19981.8,95.92455369,0.000974585,0.000987382
44176,19973,97.31310292,0.000973607,0.000987623
44126,19964,98.31419023,0.000972902,0.000986209
44076,19955.4,98.16435198,0.000971894,0.000984788
44026,19946.05,97.62171889,0.000971298,0.000982935
43976,19937.4,98.61074992,0.000970729,0.000982946
43926,19927.7,99.41106578,0.000968784,0.000981678
43876,19919.15,101.7907658,0.000966899,0.000983364
43826,19911.05,101.4802444,0.000964301,0.000973868
43776,19902.05,101.5929131,0.000964482,0.000975511
43726,19892.5,103.0312574,0.000961957,0.000973672
43676,19884.85,103.563314,0.000963862,0.000973734
43626,19876,99.45732753,0.00095983,0.000971294
43576,19867,99.81663188,0.000959256,0.000971642
43526,19857.1,100.229337,0.000955117,0.000963667
43476,19848.9,100.4497885,0.000954739,0.000963058
43426,19838.9,101.2592712,0.000953843,0.000962145
43376,19829,99.41026104,0.000952101,0.000961858
43326,19820.6,98.4849227,0.000949402,0.000944535
43276,19811.7,97.20946456,0.000945807,0.000940883
43226,19803.4,97.23579588,0.000942697,0.00093905
43176,19793.95,95.02210269,0.000942655,0.000941411
43126,19784.9,98.3459201,0.000941482,0.000941323
43076,19775.95,100.8634721,0.000940661,0.000948648
43026,19766,99.46376225,0.000939323,0.000946151
42976,19756.65,102.9757253,0.00093393,0.000945132
42926,19746.5,103.3688541,0.000930515,0.000944806
42876,19738.05,105.4919902,0.000929862,0.000952462
42826,19728.95,104.6808483,0.00092789,0.000950432
42776,19718.6,103.9619161,0.000927165,0.000949318
42726,19709.75,105.9886786,0.00092516,0.000948071
42676,19700.6,105.2372558,0.000925483,0.000947247
42626,19692.35,104.7560977,0.000924299,0.000952298
42576,19683.85,104.52062,0.000920606,0.000939848
42526,19674.75,106.0844946,0.000920953,0.000940958
42476,19664.3,107.9722186,0.000922058,0.000944301
42426,19654.55,105.0180937,0.000920787,0.000942662
42376,19643.4,105.844792,0.000919122,0.000941956
42326,19634.1,105.598106,0.000916533,0.000941277
42276,19626.05,108.6752962,0.000916429,0.000943789
42226,19616.75,109.5748146,0.000916303,0.000941387
42176,19606.7,111.0833921,0.000915694,0.000942228
42126,19597.1,113.5640788,0.000917026,0.000942047
42076,19588.2,113.6647703,0.000916067,0.0009417
42026,19579.85,112.4935554,0.00091506,0.000937561
41976,19569.95,109.4137103,0.000912827,0.000933197
41926,19560.4,109.4699959,0.000911696,0.00092961
41876,19551.55,110.1889287,0.000911527,0.00092916
41826,19541.1,106.9848587,0.000913944,0.000927627
41776,19532.4,106.8078649,0.000912411,0.000927675
41726,19522,108.3187888,0.000911855,0.000927142
41676,19512.9,110.5068324,0.000911791,0.00092678
41626,19503.55,107.1021942,0.00090743,0.000926357
41576,19494.85,106.9829893,0.000906642,0.000926054
41526,19484,104.7534248,0.000903702,0.000921421
41476,19474.65,104.9620884,0.00090154,0.000918448
41426,19463.85,102.9423139,0.000900952,0.000924231
41376,19454.55,102.4777049,0.000897965,0.000921382
41326,19444.3,105.1185997,0.000898116,0.000922154
41276,19434.55,104.8354902,0.000898154,0.000924473
41226,19424.15,106.3402088,0.000894504,0.000920788
41176,19415.3,105.9052407,0.000892948,0.000918128
41126,19405.25,105.9664098,0.000891769,0.000918557
41076,19395.7,105.7563237,0.000891514,0.000912357
41026,19386.6,103.1910849,0.000887194,0.000904453
40976,19377.35,103.8217704,0.000887424,0.000905179
40926,19368,103.9603771,0.000887191,0.000899187
40876,19358.35,102.2682747,0.000887066,0.000899523
40826,19348.7,99.86550956,0.000886505,0.000899422
40776,19338,100.8384847,0.000885822,0.000901489
40726,19328.7,98.48857802,0.000884278,0.000899877
40676,19319.9,99.26328626,0.000883911,0.000899628
40626,19309.2,102.2037181,0.000883351,0.000899568
40576,19299.85,101.8752178,0.000882093,0.00089654
40526,19289.5,104.150276,0.000883044,0.000897996
40476,19279.9,104.1521963,0.000884012,0.000898264
40426,19270.55,104.964756,0.000882578,0.000898037
40376,19259.6,105.5196664,0.000879732,0.000900083
40326,19248.8,105.2030418,0.000880397,0.000900477
40276,19239.45,105.0378979,0.000881088,0.000908669
40226,19229.05,106.1493288,0.000879234,0.000903668
40176,19219.2,103.0824912,0.000878518,0.000904342
40126,19209.8,103.5637002,0.000878726,0.000904282
40076,19200.05,102.3413895,0.000879214,0.000903151
40026,19189.95,103.0533842,0.000870646,0.00089692
39976,19181.95,104.7335667,0.000870627,0.000896595
39926,19171.3,106.0565887,0.000868946,0.000895703
39876,19160.1,105.3481846,0.000866188,0.000894993
39826,19149.9,104.7469331,0.000867844,0.000898478
39776,19139.6,103.6432342,0.000864708,0.000896285
39726,19128.35,104.2047984,0.00086342,0.000894673
39676,19118.7,105.8534836,0.000857658,0.000884381
39626,19109.15,105.0615058,0.000856279,0.000883389
39576,19098.25,105.107564,0.000854482,0.000877616
39526,19088.6,101.9132965,0.000854403,0.000878289
39476,19078.6,101.407692,0.000852317,0.00087797
39426,19068.85,102.7809321,0.000853568,0.000885349
39376,19058.75,104.8007634,0.000852741,0.000883847
39326,19048.7,106.9702762,0.00084686,0.000880455
39276,19036.65,109.0907879,0.000844236,0.000872093
39226,19025.65,109.3372764,0.000843764,0.000875204
39176,19016,108.0847815,0.000844654,0.000876335
39126,19006.8,105.722656,0.00084255,0.000875408
39076,18997.95,106.268716,0.000842327,0.000875796
39026,18988.45,106.3315569,0.000841369,0.000875584
38976,18978.2,105.1551235,0.00084076,0.000876479
38926,18969,103.8152205,0.000840411,0.000875449
38876,18959.65,101.9132965,0.000838323,0.000876659
38826,18949.05,101.0544408,0.000830141,0.000878455
38776,18938.45,98.90763368,0.000829422,0.000879976
38726,18927.55,99.1374803,0.000829316,0.000879491
38676,18917.45,99.1346559,0.000828292,0.00087365
38626,18906.7,99.29431001,0.000825386,0.000863367
38576,18896.5,99.84467938,0.000823121,0.000853174
38526,18884.85,96.8,0.000822645,0.000852864
38476,18874.75,95.36498309,0.000824435,0.00085388
38426,18865.45,92.17591876,0.000822237,0.000850318
38376,18855.95,91.09994512,0.000815712,0.00084832
38326,18845.85,90.80925063,0.000817354,0.000854699
38276,18834.15,89.83540505,0.000818155,0.000853245
38226,18823.35,93.02343791,0.000817143,0.000850233
38176,18811.9,92.25789939,0.000814422,0.000849075
38126,18801.4,92.5548486,0.0008139,0.000844718
38076,18791.35,90.63729917,0.000814683,0.000840026
38026,18781.2,92.2726395,0.0008135,0.000841473
37976,18771.1,93.27164628,0.00081232,0.000834119
37926,18761.4,93.69781214,0.000811091,0.000833071
37876,18750.5,95.19789914,0.000808621,0.000832031
37826,18739.9,95.680301,0.000809367,0.000831281
37776,18729.85,95.94123201,0.000805801,0.000829629
37726,18718.2,92.48091695,0.000802647,0.00082888
37676,18707.35,93.71189892,0.000801602,0.000826481
37626,18695.85,91.86294139,0.000800341,0.000824263
37576,18684.55,91.40809592,0.000791978,0.000821863
37526,18674.5,92.95073964,0.000789121,0.000821958
37476,18663.9,93.51662954,0.000786545,0.000823297
37426,18651.7,91.45534429,0.000785249,0.000823233
37376,18640.75,91.18026102,0.000785192,0.00082329
37326,18631.15,89.71020009,0.000784601,0.000824647
37276,18619.05,92.69174721,0.000780186,0.000822204
37226,18608.25,91.45359479,0.000777766,0.000822352
37176,18597.55,91.3367396,0.000773423,0.000819586
37126,18586.4,90.32164746,0.000772855,0.000816017
37076,18575.45,89.18340653,0.000772984,0.000814688
37026,18564.1,89.99111067,0.000773641,0.00081459
36976,18551.65,88.85943957,0.000773871,0.000819894
36926,18540.6,89.64775513,0.000773226,0.000820264
36876,18528.55,88.34251525,0.000770933,0.000819212
36826,18518.05,90.07374756,0.000772782,0.00081799
36776,18507.8,91.08721096,0.000771927,0.000818796
36726,18496.7,91.24779449,0.000771155,0.000817681
36676,18486.85,91.83027823,0.000765903,0.00081288
36626,18475.15,93.08189942,0.000760353,0.000806109
36576,18463.65,90.21396788,0.000757507,0.000801462
36526,18452.35,89.4123034,0.000756942,0.000800522
36476,18440.4,89.06267456,0.00075345,0.000802361
36426,18428.1,89.01595363,0.00075334,0.000800384
36376,18415.9,89.24617639,0.000751926,0.00079736
36326,18403.85,89.14976164,0.000749173,0.000798594
36276,18393,90.18115102,0.000750319,0.000797109
36226,18380.8,90.68450805,0.000746684,0.000786779
36176,18369.7,91.75053133,0.000745194,0.000786897
36126,18359,91.3507526,0.000744964,0.000787152
36076,18348.9,91.79542472,0.000743076,0.000781237
36026,18337.6,91.15261927,0.00074244,0.000781812
35976,18327.15,93.34195198,0.000741626,0.000781068
35926,18315.7,93.44645526,0.00073963,0.000783137
35876,18304.25,95.77598864,0.000738494,0.000783827
35826,18291.55,95.83861435,0.000734694,0.000784002
35776,18278.85,96.27626914,0.00073091,0.000778754
35726,18266.7,97.06904759,0.000726308,0.000760524
35676,18254.55,99.2459571,0.00072208,0.00076306
35626,18242.1,98.95332233,0.000723113,0.000762033
35576,18230.45,97.72041752,0.000723464,0.000767876
35526,18217.85,99.05352089,0.000725321,0.000766524
35476,18206.15,100.9431523,0.000722275,0.000763646
35426,18194.85,102.0039215,0.000722093,0.00076355
35376,18182.95,101.1232911,0.000719667,0.000760262
35326,18171.35,102.7926067,0.000718911,0.000760854
35276,18158.95,105.4571003,0.000716408,0.00075836
35226,18146.35,105.7256828,0.000716341,0.000756527
35176,18134.1,105.3702045,0.000716427,0.000756543
35126,18121.35,105.6859499,0.00071442,0.00075599
35076,18109.45,105.0394212,0.000712577,0.000755144
35026,18097.55,101.995294,0.000712225,0.000754438
34976,18084.45,101.6570706,0.000711845,0.000753085
34926,18072.2,102.1755352,0.000711794,0.000751757
34876,18060.4,101.7671853,0.000712983,0.0007524
34826,18047.15,100.8908321,0.000713093,0.000753351
34776,18037.1,101.5535327,0.000711575,0.000751951
34726,18025.65,98.08526903,0.000708511,0.000750087
34676,18012.95,100.645914,0.000708049,0.000753609
34626,18000.8,102.1540014,0.000704689,0.000754151
34576,17990.2,101.1924898,0.000705,0.00075465
34526,17978.1,101.9313494,0.000704447,0.000753827
34476,17965.3,102.8128397,0.000700511,0.000754309
34426,17952.55,103.8733845,0.000698453,0.000748275
34376,17939.75,105.564009,0.000697964,0.000746543
34326,17927.9,109.0874878,0.000695716,0.000746669
34276,17915.3,109.7582799,0.000694104,0.00074535
34226,17903.55,110.0170896,0.000694242,0.0007457
34176,17891.75,110.31591,0.000694239,0.000745438
34126,17878.5,112.3490988,0.000693417,0.000745713
34076,17866.85,114.1385123,0.000692428,0.000748038
34026,17854.6,116.4261139,0.00069597,0.000752201
33976,17843.5,116.1040912,0.000696812,0.000747913
33926,17831.5,115.0182594,0.000696775,0.000747742
33876,17820.1,118.5731842,0.000696115,0.000746249
33826,17809.05,115.4116112,0.000693422,0.000743178
33776,17796.65,116.1561019,0.000691557,0.000742985
33726,17786.6,114.8052264,0.000688802,0.000733585
33676,17774.15,113.957536,0.000687634,0.000732548
33626,17762.65,114.550251,0.00068232,0.000732547
33576,17750.95,114.2464004,0.000676728,0.000718804
33526,17737.8,113.3853606,0.00067636,0.000718285
33476,17726.4,111.2535842,0.000676212,0.000718462
33426,17712.8,111.1816532,0.000676108,0.000718178
33376,17699.65,109.9632666,0.000673037,0.000708404
33326,17687.9,113.0408776,0.000671503,0.000707852
33276,17675.25,113.3934742,0.000666141,0.000703542
33226,17662,115.7981002,0.000667046,0.000703165
33176,17649.3,115.5788908,0.000665701,0.000701133
33126,17636.3,115.4618552,0.000659426,0.000678479
33076,17623,116.4549698,0.000658216,0.000667707
33026,17609.05,117.8975827,0.000655239,0.000669118
32976,17596.6,117.5203812,0.000656692,0.000668865
32926,17583.55,119.3693428,0.000653425,0.00067076
32876,17571.25,117.3800665,0.000652535,0.000670934
32826,17557.45,117.4195895,0.000647344,0.000668519
32776,17545.15,114.9716487,0.000645092,0.000669559
32726,17531.3,114.9385923,0.000642715,0.000665722
32676,17518.15,114.8275228,0.000640119,0.000667311
32626,17505.55,114.7853649,0.000637129,0.000668748
32576,17491.95,115.3727871,0.000636079,0.000667937
32526,17479.2,115.3041196,0.000635153,0.000666266
32476,17466,114.2243407,0.000632898,0.000665528
32426,17453.5,114.6553095,0.000635809,0.000664823
32376,17441.4,114.6731006,0.00063539,0.000665312
32326,17429.05,113.5521026,0.000636465,0.000664032
32276,17415.45,115.9499892,0.000637066,0.000663413
32226,17401.55,116.4391687,0.000637128,0.000663148
32176,17386.25,115.2381881,0.000636213,0.000663035
32126,17375.3,114.2012259,0.000635289,0.000663715
32076,17361.15,114.089088,0.000634802,0.000663451
32026,17348.8,113.2007067,0.000633656,0.000666208
31976,17335.1,110.886248,0.000635293,0.000668494
31926,17322.75,112.7677259,0.000633092,0.000667631
31876,17308.8,113.1519333,0.000629471,0.000666833
31826,17296.2,112.6591319,0.000631042,0.000672608
31776,17282.1,110.0439912,0.000631256,0.000670562
31726,17269.75,108.6602043,0.000630658,0.000668778
31676,17256.6,110.4242727,0.000630899,0.000668558
31626,17242.85,111.6215033,0.000628773,0.00066636
31576,17229.3,108.7573446,0.000628829,0.000667
31526,17216.75,110.9861253,0.000625673,0.000659419
31476,17204.2,111.4511552,0.000625782,0.000658477
31426,17189.3,113.0960654,0.00062708,0.000660122
31376,17175.25,109.9785434,0.000618005,0.000648741
31326,17162.4,112.1930479,0.000619668,0.000647717
31276,17148.7,110.7656987,0.000618156,0.000647934
31226,17133.65,109.1248826,0.000617797,0.000646084
31176,17120.85,107.7597327,0.000616492,0.000646781
31126,17107.7,110.0450817,0.000614488,0.000639766
31076,17093.85,111.234527,0.000612749,0.000638287
31026,17080.45,112.7074088,0.000608364,0.000639155
30976,17067.5,111.5741906,0.000606034,0.000640072
30926,17052.8,112.3740183,0.000603446,0.000629448
30876,17038.3,110.9760334,0.000602111,0.000630139
30826,17024.5,111.5153801,0.000601099,0.000630592
30776,17012,112.2062387,0.000600203,0.000629072
30726,16998.45,113.2328574,0.000599261,0.000624531
30676,16985,112.2400998,0.000596603,0.000623229
30626,16971.2,110.6392335,0.000594374,0.000615314
30576,16956.35,107.3905024,0.000592651,0.000615653
30526,16943.8,108.8797502,0.000592728,0.000613688
30476,16928.9,109.8715614,0.000591691,0.000608778
30426,16913.7,109.9912724,0.000592534,0.000609371
30376,16900.65,112.6335652,0.000591925,0.000608996
30326,16886.75,113.1374385,0.000591602,0.000606705
30276,16872.75,110.806498,0.000589889,0.000602513
30226,16859.4,109.4217529,0.000586254,0.00059766
30176,16844.9,109.2673785,0.000583988,0.00059602
30126,16830.5,111.3128923,0.00058248,0.000590111
30076,16816.35,110.4228237,0.00058162,0.000591191
30026,16802.55,107.6211875,0.000578711,0.000590147
29976,16787.95,109.6696859,0.00058097,0.000591269
29926,16774.85,110.8526951,0.000579382,0.000588784
29876,16762.35,111.6587659,0.000577675,0.000588559
29826,16747.75,111.7532997,0.000578101,0.000585714
29776,16733.25,109.4933788,0.000578536,0.000585688
29726,16719.65,108.3970479,0.000573941,0.000581799
29676,16703.95,109.5328261,0.000569248,0.000585218
29626,16688.55,112.2030303,0.000571509,0.000592786
29576,16675,111.5433548,0.000572145,0.000598972
29526,16662.85,111.9392692,0.000569098,0.000598524
29476,16646.25,113.2448674,0.000569419,0.000600233
29426,16631.85,115.3381117,0.00056881,0.000600876
29376,16617.05,117.8269918,0.00056458,0.000598135
29326,16602.3,117.6119042,0.000564477,0.000599682
29276,16588.6,117.9610105,0.0005629,0.000600973
29226,16573.35,118.7188275,0.000562048,0.000598631
29176,16558.15,115.2190956,0.000560645,0.000595436
29126,16543.55,114.9326759,0.000553894,0.00057857
29076,16528.85,114.4692098,0.000549993,0.000578511
29026,16512.6,113.9950876,0.000546381,0.000579497
28976,16497.8,111.5548296,0.00054737,0.000581427
28926,16482.5,108.1835477,0.000544721,0.000575765
28876,16466.15,109.7644751,0.000544995,0.000576057
28826,16451.35,111.9678525,0.000544199,0.000575922
28776,16435.6,112.2069517,0.000544199,0.000575442
28726,16419.7,110.6808023,0.000544135,0.000574146
28676,16405.55,113.2540507,0.00054194,0.000574846
28626,16390.6,115.1020417,0.000541312,0.000571652
28576,16375.85,114.0119292,0.000542711,0.000576114
28526,16359.6,111.3150484,0.000542758,0.00057745
28476,16342.6,110.4992308,0.000543641,0.00057771
28426,16326.85,110.3079326,0.000541538,0.000567139
28376,16312.15,111.4741226,0.000541452,0.000565936
28326,16297.9,113.3546647,0.000540588,0.00056647
28276,16283.85,113.7013632,0.000535889,0.000565855
28226,16268.7,114.0641925,0.000536215,0.00056687
28176,16251.65,113.1784432,0.000535593,0.000571229
28126,16236.35,110.3876805,0.000534106,0.000570794
28076,16222.5,113.0780262,0.000534669,0.00057193
28026,16207.05,111.0394524,0.000532883,0.000573519
27976,16192.05,115.5383919,0.000530904,0.000575539
27926,16176.1,116.0317198,0.000524073,0.000568663
27876,16161.65,115.1263654,0.000526232,0.000572156
27826,16145.2,115.8782119,0.000525337,0.000569491
27776,16128.25,117.5476074,0.000525139,0.000569555
27726,16114.75,118.1483813,0.000524165,0.000570082
27676,16099.05,120.9535448,0.000520659,0.000569459
27626,16082.7,118.3655355,0.000518354,0.000570472
27576,16066.75,117.4536504,0.000515709,0.00056916
27526,16049.85,117.1177186,0.000513152,0.000571616
27476,16035.2,117.3936966,0.000510533,0.000571522
27426,16020.85,117.075702,0.000509809,0.000567205
27376,16004.55,117.0883427,0.000507936,0.000568773
27326,15988.65,116.9078269,0.000506291,0.000567552
27276,15972.65,120.66151,0.000502908,0.00056067
27226,15957.4,118.4381695,0.000502283,0.000561659
27176,15941.4,118.3689148,0.000503265,0.000565354
27126,15925.55,120.0336619,0.000502202,0.000560573
