EDGES=66626.0, ITERATIONS=20,DATE=2018-03-13 03:08
Number of edges,Largest component size,LCS uncertainty,Average Clustering Coefficient,ACC uncertainty
37100,20409.1,39.936073918767974,0.0003205507308571004,7.924228343300155e-05
37200,20429.3,39.37397617795273,0.00032369385083966934,7.966274603805525e-05
37300,20446.15,41.99675582663324,0.0003263887066960587,8.214895946871708e-05
37400,20465.35,42.87921990961613,0.0003280923485827796,8.216291742209945e-05
37500,20486.25,41.7598790705634,0.0003318718206928762,8.386426643824321e-05
37600,20507.35,44.220215965880826,0.0003334323257511569,8.447270262377038e-05
37700,20528.05,43.38833368630224,0.00033520581781164397,8.214930398909747e-05
37800,20545.95,45.56915074866659,0.00034129916600220513,8.649114697560322e-05
37900,20565.55,45.96028176617531,0.0003433083954315111,8.736512942474248e-05
38000,20583.55,45.63384160960008,0.0003443429840152763,8.726342389463391e-05
38100,20600.05,45.65246433631532,0.0003475842359441224,8.514948276745482e-05
38200,20619.85,44.77194992507008,0.0003511182884288225,8.397399422137254e-05
38300,20638.6,42.45750817116926,0.0003546131893867135,8.510157457898657e-05
38400,20656.65,42.14887305627719,0.00035711700834102443,8.747571477032062e-05
38500,20672.85,42.40197519065759,0.00036089233431257646,9.057914445175998e-05
38600,20691.2,41.249969696264984,0.00036382086229143313,9.211638532303814e-05
38700,20709.2,42.33981577624803,0.00036396886646056855,9.168722203777629e-05
38800,20725.25,41.50165659329853,0.0003671053609273563,9.493756884613682e-05
38900,20741.25,41.75269452411236,0.0003694951892607088,9.612962677160342e-05
39000,20757.7,42.47128441667834,0.00037162006913188665,9.543741224488585e-05
39100,20773.05,42.36328009064155,0.0003729266770523806,9.576587920223832e-05
39200,20790.25,40.51774302697523,0.0003730676488338788,9.49270756842396e-05
39300,20807.8,41.3056896810382,0.00037371714415311287,9.549352886736303e-05
39400,20822.95,40.5826009507875,0.0003776427096976136,9.753935945516618e-05
39500,20839.65,40.43670980604148,0.00037863907230412184,9.782311586153417e-05
39600,20858.15,39.77596636083165,0.00037896838716344885,9.824696552827323e-05
39700,20876.6,40.006749431577944,0.0003795636449009892,9.776582116377029e-05
39800,20895.75,41.641175535903415,0.0003790870266113176,9.710920367126058e-05
39900,20914.6,41.01024262343956,0.0003783974737510127,9.764572683064793e-05
40000,20935.05,39.2561778579411,0.0003792783806502708,9.634777147074115e-05
40100,20952.65,39.59453876435301,0.00038191946196452944,9.654703272921877e-05
40200,20974.7,38.19175303589376,0.0003837310653136369,9.599031953046843e-05
40300,20995.75,38.43419701255641,0.0003832335419796195,9.505677359456244e-05
40400,21014.75,38.46280670970437,0.00038429179713203566,9.43732852235387e-05
40500,21034.55,37.67953688678225,0.0003891937688695064,9.437402592528586e-05
40600,21052.65,37.80115738902623,0.00039135405438918967,9.392777349611308e-05
40700,21069.15,39.014452449547605,0.00039551109626753884,9.222423953014899e-05
40800,21087.0,39.76807765029635,0.0003967372382671761,9.157241208763398e-05
40900,21105.3,39.32441989433825,0.0004067212739883103,9.644729262395112e-05
41000,21120.9,38.85601626468999,0.0004129977209305153,9.23485184093271e-05
41100,21137.25,39.14316670889058,0.00041360303960882416,9.215705041913652e-05
41200,21151.3,38.63819353989296,0.0004155511472358128,9.230708741700172e-05
41300,21167.05,37.72197635318785,0.00041648071466514954,9.290955167494794e-05
41400,21181.15,38.7095272504061,0.00041809678226671236,9.304931688282107e-05
41500,21194.35,39.77973730518015,0.000425057653847731,9.72505748570457e-05
41600,21210.3,38.82022668725761,0.0004280699654477693,0.00010130176995728428
41700,21230.8,38.30352464233841,0.0004316617589222798,9.97444059104086e-05
41800,21245.75,37.68537514739637,0.0004354013301355734,0.00010212847191989122
41900,21264.6,36.53819918963519,0.00043504596704792173,0.00010175526499812042
42000,21278.15,37.4169413489955,0.0004384059885902981,0.00010238778402644424
42100,21289.85,37.63678387021111,0.00043860211827914403,0.0001057046497752011
42200,21304.9,37.218140737253535,0.00043828163272508516,0.00010498058017557494
42300,21320.65,37.85270796027796,0.00043879108234708565,0.00010568832055973973
42400,21334.2,37.57738681631254,0.00044071709448493515,0.0001076336532063095
42500,21346.05,40.29202774805542,0.0004451052525247728,0.00010617028197069119
42600,21361.4,40.67111997456789,0.00044670565257691475,0.00010543448308708605
42700,21377.05,38.81555744850442,0.00044999304007070396,0.00010126563323804993
42800,21391.5,40.38502197582761,0.0004511559996404647,0.00010150857400547422
42900,21405.6,38.95689926117451,0.00045125978277084914,0.00010164657851106325
43000,21420.45,38.343806539554464,0.0004539550808367438,0.00010005761303053808
43100,21433.4,37.938634660648624,0.0004569496704602886,9.830935352867932e-05
43200,21446.5,38.13462993133669,0.00046200938304177765,0.00010142867598175685
43300,21460.3,38.33679694546934,0.00046609228871328476,0.00010287356340032252
43400,21471.85,38.677221979727825,0.0004696690449465274,0.0001025174486086661
43500,21484.85,39.15261804872238,0.0004716360710414544,0.00010348866418935042
43600,21495.85,38.27175851749509,0.00047380540814031223,0.00010450012620775416
43700,21507.75,38.03797444644074,0.00048068189155472854,0.00011053529825512188
43800,21522.95,37.631735277270195,0.0004838626512212468,0.0001112623334010408
43900,21536.8,38.09803144570789,0.00048564205616951375,0.000110862820932393
44000,21553.1,36.05260046129069,0.0004880002274092711,0.00011124335417399085
44100,21569.4,37.03700851783162,0.0004953913850847631,0.00011209682601740222
44200,21583.55,37.747152210812224,0.0005004543059045802,0.00011042282566108763
44300,21595.65,38.01746309166473,0.0005014563154577833,0.00011053489088788928
44400,21608.35,36.87719485006332,0.0005032590509590475,0.00011041179586961848
44500,21619.95,37.116674149483515,0.0005033778731127372,0.0001101978725618492
44600,21630.05,38.218418334339034,0.0005065316788653572,0.00011161403120725444
44700,21644.75,37.6813946130989,0.0005082982991148654,0.00011039756953620649
44800,21658.4,38.664453958875605,0.0005113356535839113,0.00010947477763033151
44900,21669.5,38.27989028228584,0.0005140318042813413,0.00011226370965655678
45000,21684.25,37.07542986906771,0.0005163158314924495,0.0001117503884710061
45100,21697.2,38.2499673194995,0.000523442293527049,0.00011179608862619793
45200,21708.05,37.97035027573474,0.000527728124486613,0.00011068671533406788
45300,21720.95,37.74185342548062,0.0005324625185618573,0.00010852422103308668
45400,21732.75,38.057686477084744,0.0005347611722301096,0.00011025604498429396
45500,21746.7,38.78285703702991,0.0005425065347300041,0.00011618662178827609
45600,21762.15,37.039539683288886,0.0005455389429088634,0.00011588076539624368
45700,21777.7,38.221852387955,0.0005511837938762902,0.00012060164004755091
45800,21791.25,37.92607941757333,0.0005556002382122571,0.00011776296583203778
45900,21803.2,39.5216396418284,0.0005614594910316114,0.0001225264347438443
46000,21815.3,36.74928570802523,0.0005631662780697189,0.0001225182964882412
46100,21828.6,35.655855060466344,0.0005633929265247878,0.00012154263103382713
46200,21842.8,35.309488810376,0.0005646767366790354,0.00012179492921900325
46300,21852.75,36.27102838321734,0.0005658092987683623,0.00012108994327531449
46400,21865.7,35.262019227018484,0.0005678644553185044,0.00012044975038553017
46500,21877.75,35.60600370757496,0.0005722559358701878,0.00012647719740338268
46600,21889.2,35.978604753082664,0.0005735069961884194,0.00012803623528276757
46700,21899.4,37.39705870656472,0.0005788823278681783,0.0001272670101452894
46800,21909.7,38.09343775448339,0.0005817024516536458,0.00012762492075673432
46900,21920.75,36.78977439468637,0.0005843368851561031,0.0001273495563401729
47000,21930.0,37.78094757911927,0.0005902420082913218,0.00012689453493144764
47100,21942.3,38.20353386861048,0.0005940683777424813,0.0001273876889971391
47200,21952.1,37.63894260093959,0.0005957110755204476,0.00012712301020391663
47300,21962.7,36.29338782724123,0.0005997654584769719,0.00012600081493416214
47400,21973.0,36.68378388318303,0.0006027678823947914,0.00012708161870913454
47500,21981.7,37.946146048928625,0.0006053602451997436,0.00012754153737516846
47600,21993.45,37.41587230027469,0.000608146294691482,0.0001246280203598115
47700,22005.45,36.40257545804338,0.0006126980121792236,0.0001236410459889945
47800,22018.1,35.3990112860992,0.0006137879227474647,0.00012334422088373755
47900,22029.4,34.91332123900577,0.0006147965971297007,0.00012243656516623208
48000,22039.6,34.95053647772895,0.0006164378506828986,0.00012068780688998795
48100,22052.4,34.342975991285485,0.0006194979949853752,0.0001172262418206548
48200,22062.2,34.319965034287264,0.0006266962767168606,0.00012011851243931166
48300,22070.25,33.542324009766496,0.0006300513684653361,0.00012329600407025537
48400,22079.4,32.105139774651846,0.0006321140473109735,0.00012179727985619425
48500,22090.65,33.118386131061555,0.0006342822356467154,0.000121866289476689
48600,22097.2,32.576985741324556,0.0006357241838928031,0.00012174623398325265
48700,22106.4,32.364177726894454,0.000640021484733332,0.00012115795063250859
48800,22116.2,31.531888619790262,0.0006409131370205409,0.00012069967565730299
48900,22125.95,31.212938021640635,0.0006409767047777263,0.0001209797735860181
49000,22135.05,31.16965672050159,0.0006459515189225007,0.00012182848778043555
49100,22143.7,31.45011923593773,0.0006472230083545388,0.00012083822798729553
49200,22150.25,32.48364973336586,0.0006517352766558142,0.00012492935216990725
49300,22155.8,33.361055139760595,0.0006653238077181211,0.00012418845240186853
49400,22161.9,32.57744618447322,0.0006742168120456397,0.00012444289664197627
49500,22169.4,32.56132675352668,0.0006812388226816941,0.0001212649071617562
49600,22180.55,31.15200635673516,0.0006836660960757397,0.00012122190179382467
49700,22190.35,30.710380981961464,0.0006871673703401765,0.00012278121252435657
49800,22202.65,29.788042902911478,0.0006893265746976292,0.00012289630946136894
49900,22211.5,28.549080545823553,0.0006939345757196923,0.00012107465048153807
50000,22220.3,28.823774908959862,0.0006953512058518198,0.00012022818502039407
50100,22228.5,28.883386228072357,0.0007007695674582546,0.00012012333980158366
50200,22237.3,27.984102630141727,0.0007034680738948593,0.00011979990764382823
50300,22248.15,27.011617869687317,0.0007046861607985309,0.00011959091768856395
50400,22258.75,26.694334604484116,0.0007072910584002498,0.00011981037237075964
50500,22268.9,27.338434483080682,0.0007098736970989091,0.00012125493824276449
50600,22277.8,27.147007202234043,0.0007142560769625502,0.00011944736197723415
50700,22287.45,26.800139923940314,0.00071938974239716,0.00012417916293558465
50800,22296.3,27.079697192952302,0.000724401861218584,0.00012744605907954974
50900,22303.2,28.325959825119874,0.0007285189879265631,0.00012507729771173091
51000,22311.15,29.05903473878532,0.0007306960998951777,0.00012416934555947452
51100,22320.75,27.976552682559014,0.000731783450961996,0.00012566016514441194
51200,22327.6,28.943738529587733,0.0007326306085670942,0.00012562745392013982
51300,22334.7,29.670018536272934,0.0007356216761327028,0.00012488907173027763
51400,22342.0,28.899826988895263,0.0007415224475662187,0.00012430736076742138
51500,22349.75,29.051462958204375,0.0007465953368891336,0.00012392245173902897
51600,22359.3,29.325927096173242,0.0007491403319025826,0.00012176412325010661
51700,22366.7,28.501052611136654,0.0007527366423726442,0.00012207968742379994
51800,22374.3,29.031190124794897,0.000754840523838351,0.00012121524083379244
51900,22380.9,28.619748425067773,0.0007575416081170976,0.00012141710657320295
52000,22387.15,29.228881263676346,0.000762279526066993,0.00012238751083727583
52100,22394.65,28.679740234426276,0.0007647155615583249,0.00012176781926667357
52200,22402.3,28.759520163144327,0.0007708661777805627,0.00012494837182494477
52300,22410.05,28.78797492117132,0.0007732793797317125,0.00012423417036554806
52400,22417.4,28.8693609201522,0.0007747720777060926,0.00012356653188392943
52500,22423.85,29.37222327439757,0.0007761628743971968,0.00012416873452069464
52600,22431.0,28.686233631764175,0.0007788223972935514,0.00012252237379747788
52700,22441.6,28.50684128494947,0.0007860811736055906,0.0001225451514766187
52800,22450.5,27.907884191099868,0.0007884404432979313,0.0001224922128707778
52900,22458.3,27.675079042818037,0.0007900533772807675,0.0001228664279164308
53000,22465.0,28.665310045211076,0.0007930733131693794,0.0001223625963236137
53100,22471.85,27.38662995027644,0.000796395347478635,0.0001253478972673625
53200,22478.35,27.37932614431599,0.000804041865563492,0.00012021078584372709
53300,22484.4,27.556124544539447,0.0008060072372552907,0.0001198951080868707
53400,22491.95,27.77854387793828,0.000811208823020031,0.00012306882060047727
53500,22498.75,26.71305860391427,0.0008157912237982741,0.00012411518697678624
53600,22504.65,26.21693155054745,0.0008195630376164004,0.00012522248239703188
53700,22511.8,25.740240870317994,0.0008207140818040743,0.00012548486355379738
53800,22517.8,25.927977168496348,0.0008260026207797795,0.00012742048891862832
53900,22523.2,26.56802589607111,0.0008327346773969142,0.00012617775436559486
54000,22528.85,27.669974702865566,0.0008410626833006308,0.00012667085374153716
54100,22535.65,27.072633783027687,0.0008415674035767925,0.00012563227523539993
54200,22544.45,27.94006979194115,0.0008446826469483148,0.00012548220852708333
54300,22554.8,27.42918154109424,0.0008511708876317952,0.0001237037986251668
54400,22561.2,27.970698953631825,0.0008590790820706742,0.00012574558911287466
54500,22567.05,27.64321797544828,0.000865500710490956,0.00012495240417308474
54600,22574.35,27.905689384450937,0.0008701366798533321,0.00012692159300226776
54700,22580.25,27.847576196357213,0.000871585062228933,0.00012611140492094287
54800,22585.85,28.080731829725934,0.0008770291323847811,0.0001268618368675496
54900,22591.55,26.35426910415664,0.0008840706967155474,0.00012360299474287954
55000,22595.9,26.3721443942265,0.0008915515408350264,0.0001239819993134238
55100,22601.95,26.006681833071696,0.0008964766503483703,0.00012141209924442948
55200,22609.05,26.609161956256816,0.0009018643861195802,0.00011716414598558043
55300,22616.05,25.67581547024337,0.0009043990799411079,0.00011749821380540618
55400,22620.9,25.943978105027945,0.0009067222154597761,0.00011723283800857183
55500,22627.45,26.565908603749648,0.000908360532072418,0.00011852702591563181
55600,22632.2,27.12120941150633,0.0009133517354731054,0.00011877654862703833
55700,22638.25,26.447825997838102,0.000918469876467751,0.0001226567283655748
55800,22644.4,26.2476665617729,0.0009256316989191174,0.00011921188649312184
55900,22651.0,26.03651282288314,0.0009303066343021509,0.00011790163521530006
56000,22657.8,25.44327023034392,0.0009363608678798526,0.00011897725523813051
56100,22664.6,25.96805730302102,0.0009372508281288652,0.0001184467473829998
56200,22671.7,25.459968577721032,0.000945221946777104,0.00011860350106837789
56300,22676.85,24.489334413606624,0.0009481764158345278,0.00011978846893179701
56400,22682.35,24.833998874145546,0.0009521328068610915,0.00011582670992882013
56500,22688.4,24.948747462307825,0.0009543924099931955,0.00011560589403341848
56600,22697.0,25.428330657434866,0.0009611643302363908,0.00012163717487527236
56700,22703.75,26.23142199683727,0.0009637885974506518,0.00012345970173640794
56800,22709.15,25.852030866570043,0.0009672564992766568,0.0001246391797265702
56900,22715.1,25.57713823040452,0.0009743571349444377,0.00011966499979477491
57000,22721.1,25.376958053894903,0.0009815707403539463,0.00011828582394151378
57100,22728.6,24.806047651590596,0.0009899395441937068,0.00011429199431273408
57200,22734.1,24.823174657106623,0.0009908386360796436,0.00011595168485167235
57300,22739.7,25.675085199051285,0.001002386075657809,0.00011803826875106014
57400,22744.35,24.9665275928652,0.0010078818532591757,0.00011844834710213308
57500,22749.75,26.168444738345492,0.0010126124166857198,0.0001173594030291847
57600,22756.6,25.809688104378548,0.001014825040285551,0.00011870593905441325
57700,22760.75,26.05930735795098,0.0010248215596954607,0.00011891471083292108
57800,22765.6,25.763151982417472,0.0010337436361655703,0.00012542515350254946
57900,22770.55,25.57630739645868,0.0010358485374614898,0.00012552125548010554
58000,22775.15,25.87522946707476,0.0010410424259192342,0.00012754243444380433
58100,22779.4,26.22479742438313,0.0010481278806238454,0.00012467042325376023
58200,22782.65,26.9727176972172,0.0010510870411057495,0.00012420375203286082
58300,22786.2,27.036271930851296,0.0010559629196966159,0.0001232873956205955
58400,22790.9,26.630621471118754,0.0010670031657878034,0.00012576409385373237
58500,22793.75,26.03243169586737,0.0010718505857812944,0.0001240215828322291
58600,22796.85,25.40920109049516,0.0010795553512992382,0.00012716184095268833
58700,22800.3,25.016194754646122,0.0010867985570367543,0.00013005242139003197
58800,22804.2,24.56338738762837,0.0010923583378606176,0.0001260702711299678
58900,22807.55,24.420227273427056,0.0010991018880079598,0.000124148794044654
59000,22812.6,23.745315329407255,0.0011071345662056619,0.00012385923222088597
59100,22817.1,24.043502242663884,0.0011112558126671404,0.00012487369699633747
59200,22819.7,23.368996554296046,0.0011200642299591438,0.0001267377684262465
59300,22824.05,23.62302901861455,0.001125997516708038,0.00012607548933473296
59400,22828.9,23.968521021329874,0.0011330689170822373,0.00012316759530127887
59500,22835.45,24.47340393020265,0.0011374521831724565,0.00012536514268426252
59600,22840.1,25.39468448406673,0.001140267948590796,0.00012470539657277496
59700,22843.7,25.93279776520186,0.0011501555569922695,0.00012439789295926745
59800,22847.7,26.555790328637226,0.001154700306250547,0.00012509725043249555
59900,22852.15,26.83519144589826,0.0011596405213681689,0.00012394505492560598
60000,22856.4,27.08948135298596,0.0011681799807831718,0.00012622023696621807
60100,22860.6,26.312354513296196,0.0011756469191207496,0.0001306267178438477
60200,22865.65,26.35958079951368,0.0011764684856184556,0.00013183535147478047
60300,22871.05,26.075802960792366,0.001179083024827307,0.0001314813670821036
60400,22876.7,24.914052259288177,0.001183602927646409,0.00013363667920022904
60500,22881.25,24.973736204260668,0.0011869268239819539,0.00013230377046260174
60600,22886.05,25.650487325781317,0.0011896365243308257,0.0001337705180361347
60700,22890.9,25.59277241624932,0.0011954166281848548,0.00013646495006669563
60800,22896.45,25.759415753364834,0.001198835692021891,0.00013385559877752656
60900,22901.0,26.97591518351285,0.0012028254308735348,0.00013249046323335592
61000,22903.85,26.444801002187546,0.0012207092489613283,0.00012901557956748006
61100,22906.3,26.83859161845101,0.001239543109439337,0.00012788890148027608
61200,22910.45,26.503726151823606,0.0012546649988998799,0.00012395603703293037
61300,22913.75,25.907286619790966,0.0012677056023416215,0.00012467984266738578
61400,22915.6,26.198091534182,0.0012799439818297021,0.00012084534524437122
61500,22918.65,25.97166725440964,0.0012888641253581388,0.00012846544713187536
61600,22921.95,25.206100451410993,0.0012928430310070347,0.0001292520226319683
61700,22926.6,24.57112126194369,0.001298022891521556,0.0001308630562440331
61800,22930.95,24.061327893332557,0.0013071185848523186,0.00012912146363453598
61900,22934.25,23.88278668807472,0.0013133330672819026,0.00013381943509584168
62000,22937.45,24.028056516635328,0.0013244314010381537,0.00013999900330874136
62100,22942.3,23.931360179441263,0.0013285516928332238,0.0001412588566843565
62200,22945.45,24.10285252684542,0.0013327973580724091,0.0001405723822706219
62300,22949.25,23.742103950576915,0.0013349114545708441,0.0001379331869665134
62400,22952.45,23.694883412476596,0.001340204975102371,0.00013682319649512998
62500,22955.2,24.71962782896183,0.0013461055560331056,0.0001359454523262966
62600,22960.25,25.260393899861462,0.0013515733140317665,0.00013660929626193127
62700,22963.25,25.189035313245345,0.001359463988534341,0.00013965352438405107
62800,22965.65,25.086400696913262,0.001366318972443948,0.00013734217277108852
62900,22968.85,25.391484794731134,0.0013717595789472842,0.00013742462767292693
63000,22971.7,25.71594835783389,0.0013891129987341475,0.00013362058874048698
63100,22975.2,26.227085235586138,0.0013981005819687481,0.00013586090589145334
63200,22980.9,25.502744948849923,0.0014023269859276192,0.00013473238123987692
63300,22983.65,26.13479481407447,0.0014126246236183387,0.00014458950439125932
63400,22986.55,26.0278216539546,0.0014164769119371663,0.00014318760392079382
63500,22989.45,26.190599458402307,0.0014182461137313765,0.00014190918866529656
63600,22992.35,26.388018116275884,0.001428566352526439,0.0001397395878963146
63700,22995.65,26.325415474673317,0.0014357513198695155,0.00014015383278015276
63800,22998.15,26.31211697918072,0.0014501982531155365,0.00013919764679825965
63900,23001.05,26.411124550353875,0.0014558642247499366,0.00014114003949764958
64000,23003.8,26.695692538044984,0.0014707452388876049,0.00013708751570609725
64100,23006.75,26.517682779609533,0.0014841685212834913,0.00013753097330387626
64200,23009.2,26.451086933557598,0.001498167783126676,0.0001394760893372897
64300,23012.55,25.998990365975136,0.0015032941046332036,0.00014039919373351055
64400,23014.5,25.44896854444514,0.0015129985142505052,0.0001414614473567978
64500,23016.7,25.853626437438546,0.001521699404294618,0.00013897535044482193
64600,23019.45,25.66802485518941,0.0015293404517210268,0.00013835854961713129
64700,23022.1,26.16467083861334,0.001537201060507184,0.00013623015401673024
64800,23024.45,26.63733282470873,0.0015503895588384743,0.00013988684518833326
64900,23027.7,26.77517506883235,0.0015759918199779398,0.000153111177105372
65000,23030.95,26.695458414841696,0.0015835922374820978,0.00015332580862453278
65100,23033.35,26.851955237803136,0.00158860146135772,0.00015263322106741077
65200,23035.45,26.742241865231538,0.0015994558085871279,0.00015696401171020518
65300,23038.4,27.19080726852679,0.0016078027048295306,0.00015787369750065174
65400,23041.0,26.968500143907168,0.0016173739868939197,0.00016085709386423296
65500,23043.95,26.747850380740193,0.0016262678799340215,0.0001601054085411991
65600,23045.5,26.505659773186572,0.0016440642648758246,0.00016133019253941676
65700,23047.95,26.37892150878465,0.0016683742422405508,0.00015049057908929876
65800,23050.25,26.428914090668215,0.0016843262905486436,0.00015571649407545652
65900,23051.8,26.723772189311635,0.0017022157525421132,0.00015309316820916402
66000,23053.15,26.915190877085234,0.0017120001774059764,0.00015509531263892091
66100,23054.4,26.758923743346788,0.0017207296748239051,0.00015498423948034806
66200,23056.3,26.946428336124804,0.0017329966648586092,0.0001586093526909727
66300,23057.85,27.286031225397707,0.001742250083278813,0.0001607280517683021
66400,23058.65,26.9615930528953,0.001751484483516024,0.00016144130055005285
66500,23060.1,26.916351908628727,0.0017603259894587216,0.00015965060747937974
66600,23061.45,26.426265342772545,0.0017717147830226061,0.00015640399077953025
66626,23061.6,26.280030442244534,0.001774487857332951,0.00015575941452724553
66526,23051.15,26.258855648595464,0.001770562428322878,0.00015408218194404232
66426,23041.05,26.160036315460765,0.001769962347964646,0.00015372532595687698
66326,23029.9,24.068444070231315,0.001767232210300031,0.0001509489389490138
66226,23018.85,23.122013321880523,0.001763707644631052,0.00015099357128941146
66126,23008.7,23.69198176478235,0.001759603701666859,0.0001463439746328309
66026,22998.05,23.63360954390822,0.001757174514857626,0.0001487289691940119
65926,22987.65,23.96095782597205,0.0017476520182115323,0.00015398149129553033
65826,22976.25,24.5903944661325,0.001745898190459233,0.00015266719144261618
65726,22965.8,25.59804680030223,0.0017430917296380108,0.00015144136801387235
65626,22955.05,24.160867121483633,0.0017345297621598245,0.0001486867891028715
65526,22943.8,24.13835122964762,0.0017349211462071717,0.00015251295821099148
65426,22933.4,25.17816514240089,0.001732161709333567,0.00015114662850569235
65326,22921.8,25.011197493562534,0.0017274737556111583,0.00015219523401612713
65226,22909.9,24.66150846842121,0.0017249346884209264,0.00015471526868284871
65126,22899.6,24.233035304499957,0.001720835107639189,0.00015649806379651267
65026,22889.45,24.80821436521507,0.0017226872015564463,0.00015705059085104834
64926,22876.85,23.67968538687661,0.0017225483148195,0.0001550615317469528
64826,22865.8,23.525730595204625,0.0017124067143567535,0.00014465005518646886
64726,22855.9,23.876557539020766,0.001706238537213202,0.00014579462053936588
64626,22846.0,23.132228600457886,0.00170128228003,0.0001461249768199102
64526,22835.4,23.07466142629207,0.001697532795943022,0.00014175771689339258
64426,22824.65,23.67968538561805,0.001689011449434421,0.00013584276567768695
64326,22813.95,23.06615485846526,0.0016884987195865803,0.00014130858824292278
64226,22802.35,23.41425847813811,0.0016827685733590493,0.00014031744874505435
64126,22791.85,24.228650396449627,0.001680435655774025,0.00013861392529607004
64026,22780.7,25.45604054032094,0.0016809900755417931,0.00014201427661036172
63926,22770.05,25.81564448256266,0.001681280585447391,0.0001440367546147483
63826,22759.1,26.61559693197392,0.001679052882056753,0.00014308466295823922
63726,22747.95,26.976795583293054,0.001676688956372431,0.00014424033192854586
63626,22735.85,26.086922012628918,0.001672244147017353,0.00014756898673939526
63526,22723.9,26.782270254066457,0.0016692451574105431,0.000149690999496229
63426,22714.05,27.635981980063313,0.0016667550231987324,0.00014898208064012663
63326,22702.2,26.615033344985697,0.0016605849370916266,0.00014878072846063922
63226,22691.85,25.100348603821793,0.0016579851230407693,0.0001483597803840473
63126,22681.55,24.077946341047948,0.001654592719392638,0.00014629497663208992
63026,22669.65,23.290072991511472,0.0016523772740414788,0.0001465786163158342
62926,22659.6,23.74320955703212,0.0016512431331870193,0.0001471404044748973
62826,22647.05,23.867289331596645,0.0016516283282253514,0.00014792481649711925
62726,22635.95,24.053014363166636,0.0016487898506782333,0.00014439405641974694
62626,22624.25,24.72625123200197,0.001645791552902319,0.00014811474448032146
62526,22611.9,25.672748195589996,0.0016413252808336204,0.00015033017936832274
62426,22602.9,25.76994373129614,0.0016349061076385376,0.00015203829343246575
62326,22590.35,26.29500903344856,0.0016289631274769001,0.00015179587097354877
62226,22579.45,25.82726272786772,0.0016251777951068098,0.00014838401585075072
62126,22567.85,25.915777049072258,0.0016230125274399898,0.00014928528112241802
62026,22557.2,25.338902895405308,0.0016184197915355529,0.0001469681976330447
61926,22544.1,25.932412152924407,0.001616401075741711,0.00014488089480568816
61826,22532.65,25.515240543129785,0.0016170489294000852,0.00014438497041054527
61726,22520.3,27.131347183918184,0.0016109046273494853,0.00014063267446073245
61626,22508.9,26.808394206628847,0.0016055639670901878,0.00014138145659636352
61526,22498.15,26.550470804675612,0.0016022992665784626,0.0001437343798726393
61426,22485.75,28.411045387313717,0.0015979119872671708,0.00014490739079444888
61326,22473.55,26.62982350745395,0.001599256740332304,0.00014368147175283718
61226,22461.25,26.32275631441508,0.0015963574828073094,0.00014692166343525478
61126,22448.55,26.90255564183427,0.0015953594122602405,0.00014734604567783851
61026,22435.85,25.994759088729065,0.0015965661851190921,0.00014762064465456307
60926,22423.15,26.946753050006066,0.0015905079998211706,0.0001511266737019417
60826,22411.6,26.96924174005229,0.0015861259692162154,0.00015242352195131648
60726,22401.3,26.446360809870054,0.0015801204256930142,0.00015165143159039725
60626,22390.5,25.761405240711504,0.0015810198384298656,0.00015017155988983368
60526,22378.8,25.061125275254277,0.0015734782041533593,0.0001537588470196171
60426,22367.8,25.053143515858963,0.0015723709225711191,0.00015507738151779155
60326,22356.0,25.175384803651383,0.0015610992927602015,0.00015484000065307747
60226,22345.35,25.144134506501956,0.0015565210130787299,0.0001505792287827525
60126,22334.1,25.16127977733602,0.0015527035696998857,0.00014998971562010322
60026,22322.65,24.94248383657913,0.0015438448442083121,0.00015368436725823043
59926,22311.95,26.31249703024442,0.0015345266160233235,0.00014866099714855682
59826,22299.4,27.04514743790485,0.0015294880354137128,0.0001488165436783221
59726,22287.4,26.0909946140413,0.0015223258251666834,0.00014474437686256718
59626,22275.95,28.070402561959515,0.0015211959900776483,0.0001455659033181787
59526,22263.7,27.52653265340438,0.0015194774887489029,0.0001497428140890754
59426,22251.5,26.37896889614607,0.0015202484124661976,0.0001535610078811501
59326,22239.45,26.30489498155169,0.0015192456536832987,0.00015262063317480687
59226,22228.35,26.66509891399211,0.0015125083137859361,0.00015354575485149885
59126,22214.9,27.867364424605604,0.0015090404528997152,0.0001524169236076436
59026,22201.95,27.295558246980498,0.0015072407979926576,0.00014857266361451707
58926,22188.7,27.153452818063112,0.0015073781614150712,0.0001473581034929506
58826,22177.25,26.10914590713377,0.001506785707606402,0.0001465306055475876
58726,22163.4,25.47626346154108,0.0014984498766775934,0.00015512312726709344
58626,22150.7,25.0541413738037,0.001500353711181325,0.00015689356318839795
58526,22138.3,24.88995781415596,0.0014979288661679069,0.00015584737925828493
58426,22125.95,24.540731446775983,0.0014962489015992277,0.00015453150850502838
58326,22113.4,25.12050954821285,0.0014913695726876928,0.00015064160594054608
58226,22100.75,23.674617209406385,0.0014846147845117756,0.0001514222949960367
58126,22088.05,22.606359726278573,0.0014852403028802097,0.0001526755895844832
58026,22075.35,24.926441784685185,0.0014875729815791898,0.000151520320377444
57926,22063.25,24.841245942507758,0.0014796884370666806,0.00014969147853981064
57826,22050.45,23.21093492177296,0.0014783850334016747,0.00014917804597153677
57726,22038.55,23.99057106478095,0.0014753210529479977,0.0001507107475628804
57626,22027.1,24.48244269073052,0.001471566263414851,0.00014423722759430245
